id,name,releaseYear,developer,publisher,platform,criticScore,userScore,ESRB,globalSales
sales_236,Midnight Club 3: DUB Edition,2005-01-01,Rockstar Leeds,Take-Two Interactive,PlayStation Portable (PSP),74.0,8.4,E10+,3
sales_237,SOCOM: U.S. Navy SEALs,2002-01-01,Zipper Interactive,Sony Computer Entertainment,PlayStation 2,82.0,7.9,M,3
sales_238,Jak and Daxter: The Precursor Legacy,2001-01-01,Naughty Dog,Sony Computer Entertainment,PlayStation 2,90.0,8.7,E,3
sales_239,Pro Evolution Soccer 2008,2007-01-01,Konami,Konami Digital Entertainment,PlayStation 2,82.0,7.9,E,3
sales_240,Resident Evil 4,2005-01-01,Capcom,Capcom,PlayStation 2,96.0,8.9,M,3
sales_241,Guitar Hero: World Tour,2008-01-01,Vicarious Visions,Activision,Wii,86.0,7.6,T,3
sales_242,FIFA Soccer 10,2009-01-01,EA Sports,Electronic Arts,PlayStation 3,91.0,7.6,E,3
sales_243,Star Wars: Battlefront,2004-01-01,Pandemic Studios,LucasArts,PlayStation 2,82.0,8.7,T,3
sales_244,The Simpsons: Road Rage,2001-01-01,Fox Interactive,Electronic Arts,PlayStation 2,64.0,7.7,T,3
sales_245,Luigi's Mansion,2001-01-01,Nintendo,Nintendo,Nintendo GameCube,78.0,8.5,E,3
sales_246,Battlefield 4,2013-01-01,EA DICE,Electronic Arts,PlayStation 4,85.0,6.9,M,3
sales_247,Star Wars: Battlefront II,2005-01-01,Pandemic Studios,LucasArts,PlayStation 2,84.0,9.0,T,3
sales_248,Cooking Mama 2: Dinner With Friends,2007-01-01,Office Create,505 Games,Nintendo DS,70.0,8.0,E,3
sales_249,Grand Theft Auto: Liberty City Stories,2006-01-01,Rockstar Leeds,Take-Two Interactive,PlayStation 2,78.0,7.8,M,3
sales_250,The Getaway,2002-01-01,Team Soho,Sony Computer Entertainment,PlayStation 2,72.0,6.8,M,3
sales_251,James Bond 007: Agent Under Fire,2001-01-01,EA Redwood Shores,Electronic Arts,PlayStation 2,72.0,7.9,T,3
sales_252,FIFA Soccer 11,2010-01-01,EA Sports,Electronic Arts,Xbox 360,88.0,7.5,E,3
sales_253,Left 4 Dead,2008-01-01,Certain Affinity,Electronic Arts,Xbox 360,89.0,7.9,M,3
sales_254,Assassin's Creed: Unity,2014-01-01,"Ubisoft, Ubisoft Montreal",Ubisoft,Xbox One,72.0,4.1,M,3
sales_255,Resident Evil 5,2009-01-01,Capcom,Capcom,Xbox 360,83.0,7.5,M,3
sales_256,Assassin's Creed: Brotherhood,2010-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,89.0,8.3,M,3
sales_257,Battlefield 4,2013-01-01,EA DICE,Electronic Arts,PlayStation 3,80.0,5.8,M,3
sales_258,Batman: Arkham Asylum,2009-01-01,Rocksteady Studios,Eidos Interactive,Xbox 360,92.0,8.7,T,3
sales_259,Battlefield 4,2013-01-01,EA DICE,Electronic Arts,Xbox 360,79.0,5.6,M,3
sales_260,Battlefield: Bad Company 2,2010-01-01,EA DICE,Electronic Arts,Xbox 360,88.0,8.6,M,3
sales_261,Guitar Hero: On Tour,2008-01-01,Vicarious Visions,Activision,Nintendo DS,71.0,8.8,E10+,3
sales_262,Clubhouse Games,2006-01-01,Agenda,Nintendo,Nintendo DS,83.0,8.4,E,3
sales_263,Borderlands,2009-01-01,Gearbox Software,Take-Two Interactive,Xbox 360,84.0,8.2,M,3
sales_264,Tekken 4,2002-01-01,Namco,Namco Bandai Games,PlayStation 2,79.0,8.3,T,3
sales_265,Grand Theft Auto 2,1998-01-01,DMA Design,Take-Two Interactive,PlayStation,70.0,8.0,T,3
sales_266,Metal Gear Solid V: The Phantom Pain,2015-01-01,"Kojima Productions, Moby Dick Studio",Konami Digital Entertainment,PlayStation 4,93.0,8.2,M,3
sales_267,Spider-Man 2,2004-01-01,Treyarch,Activision,PlayStation 2,80.0,8.9,T,3
sales_268,FIFA Soccer 2003,2002-01-01,EA Canada,Electronic Arts,PlayStation 2,88.0,6.7,E,3
sales_269,LittleBigPlanet 2,2011-01-01,Media Molecule,Sony Computer Entertainment,PlayStation 3,91.0,8.4,E,3
sales_270,Crash Bash,2000-01-01,Eurocom Entertainment Software,Sony Computer Entertainment,PlayStation,68.0,8.2,E,3
sales_271,Assassin's Creed Syndicate,2015-01-01,Ubisoft Quebec,Ubisoft,PlayStation 4,76.0,6.8,M,3
sales_272,LEGO Batman: The Videogame,2008-01-01,Traveller's Tales,Warner Bros. Interactive Entertainment,Xbox 360,76.0,7.9,E10+,3
sales_273,Destiny,2014-01-01,"Bungie Software, Bungie",Activision,Xbox One,75.0,5.5,T,3
sales_274,Far Cry 3,2012-01-01,Ubisoft Montreal,Ubisoft,PlayStation 3,90.0,8.5,M,3
sales_275,James Bond 007: Nightfire,2002-01-01,Eurocom Entertainment Software,Electronic Arts,PlayStation 2,77.0,8.5,T,3
sales_276,Star Wars Episode III: Revenge of the Sith,2005-01-01,Double Helix Games,LucasArts,PlayStation 2,60.0,7.2,T,3
sales_277,The Legend of Zelda: Spirit Tracks,2009-01-01,Nintendo,Nintendo,Nintendo DS,87.0,7.8,E10+,3
sales_278,Max Payne,2001-01-01,Rockstar Toronto,Take-Two Interactive,PlayStation 2,80.0,8.5,M,3
sales_279,Assassin's Creed IV: Black Flag,2013-01-01,Ubisoft,Ubisoft,Xbox 360,86.0,7.9,M,3
sales_280,The Lord of the Rings: The Return of the King,2003-01-01,EA Games,Electronic Arts,PlayStation 2,85.0,8.7,T,3
sales_281,Gears of War: Ultimate Edition,2015-01-01,"Splash Damage, The Coalition",Microsoft Game Studios,Xbox One,82.0,7.5,M,3
sales_282,True Crime: Streets of LA,2003-01-01,"Luxoflux, Inc.",Activision,PlayStation 2,77.0,8.0,M,3
sales_283,Professor Layton and the Unwound Future,2008-01-01,Level 5,Nintendo,Nintendo DS,86.0,9.2,E10+,3
sales_284,FIFA 16,2015-01-01,EA Sports,Electronic Arts,Xbox One,84.0,4.4,E,3
sales_285,Wii Music,2008-01-01,Nintendo,Nintendo,Wii,63.0,4.6,E,3
sales_286,Madden NFL 16,2015-01-01,EA Sports,Electronic Arts,PlayStation 4,83.0,5.9,E,3
sales_287,Gran Turismo 6,2013-01-01,Polyphony Digital,Sony Computer Entertainment,PlayStation 3,81.0,7.7,E,3
sales_288,Halo: The Master Chief Collection,2014-01-01,343 Industries,Microsoft Game Studios,Xbox One,85.0,7.2,M,3
sales_289,Super Mario Maker,2015-01-01,Nintendo,Nintendo,Wii U,88.0,8.7,E,3
sales_290,God of War: Chains of Olympus,2008-01-01,Ready at Dawn,Sony Computer Entertainment,PlayStation Portable (PSP),91.0,8.6,M,3
sales_291,Enter the Matrix,2003-01-01,Shiny Entertainment,Atari,PlayStation 2,62.0,8.1,T,3
sales_292,Crisis Core: Final Fantasy VII,2007-01-01,Square Enix,Square Enix,PlayStation Portable (PSP),83.0,8.0,T,3
sales_293,Dance Central,2010-01-01,Harmonix Music Systems,MTV Games,Xbox 360,82.0,7.6,T,3
sales_294,L.A. Noire,2011-01-01,Team Bondi,Take-Two Interactive,PlayStation 3,89.0,7.7,M,3
sales_295,Ace Combat 04: Shattered Skies,2001-01-01,Namco,Sony Computer Entertainment Europe,PlayStation 2,89.0,9.1,E,3
sales_296,Animal Crossing,2001-01-01,Nintendo,Nintendo,Nintendo GameCube,87.0,8.9,E,3
sales_297,FIFA Soccer 08,2007-01-01,EA Canada,Electronic Arts,PlayStation 2,83.0,6.5,E,3
sales_298,Spider-Man,2000-01-01,Neversoft Entertainment,Activision,PlayStation,87.0,9.0,E,3
sales_299,Mario Party 9,2012-01-01,Nd Cube,Nintendo,Wii,73.0,6.8,E,3
sales_300,Sonic Rush,2005-01-01,"Dimps Corporation, Sonic Team",Sega,Nintendo DS,82.0,8.5,E,3
sales_301,Rhythm Heaven,2008-01-01,Nintendo,Nintendo,Nintendo DS,83.0,9.0,E,3
sales_302,Fallout: New Vegas,2010-01-01,Obsidian Entertainment,Bethesda Softworks,PlayStation 3,82.0,7.8,M,3
sales_303,Personal Trainer: Cooking,2006-01-01,Indies Zero,Nintendo,Nintendo DS,81.0,7.8,E,3
sales_304,The Elder Scrolls IV: Oblivion,2007-01-01,4J Studios,Ubisoft,PlayStation 3,93.0,8.0,M,3
sales_305,The Legend of Zelda: A Link Between Worlds,2013-01-01,Nintendo,Nintendo,Nintendo 3DS,91.0,8.9,E,3
sales_306,Resident Evil 6,2012-01-01,Capcom,Capcom,PlayStation 3,74.0,5.4,M,3
sales_307,Mass Effect 2,2010-01-01,BioWare,Electronic Arts,Xbox 360,96.0,8.9,M,3
sales_308,Dragon Ball Z: Budokai,2002-01-01,Dimps Corporation,Atari,PlayStation 2,67.0,7.9,T,3
sales_309,Madden NFL 2002,2001-01-01,EA Sports,Electronic Arts,PlayStation 2,94.0,7.9,E,3
sales_310,The Sims: Vacation,2002-01-01,Maxis,Electronic Arts,Windows PC,75.0,7.8,T,3
sales_311,Animal Crossing: Happy Home Designer,2015-01-01,Nintendo,Nintendo,Nintendo 3DS,66.0,6.9,E,3
sales_312,The Sims 4,2014-01-01,Maxis,Electronic Arts,Windows PC,70.0,3.9,T,3
sales_313,Borderlands 2,2012-01-01,Gearbox Software,Take-Two Interactive,Xbox 360,89.0,8.2,M,3
sales_314,LEGO Batman: The Videogame,2008-01-01,TT Fusion,Warner Bros. Interactive Entertainment,Nintendo DS,72.0,8.0,E10+,3
sales_315,Kung Fu Panda,2008-01-01,"Luxoflux, Inc.",Activision,Xbox 360,75.0,7.4,E10+,3
sales_316,Mass Effect 3,2012-01-01,BioWare,Electronic Arts,Xbox 360,93.0,5.8,M,3
sales_317,Heavy Rain,2010-01-01,Quantic Dream,Sony Computer Entertainment,PlayStation 3,87.0,7.7,M,3
sales_318,Saints Row 2,2008-01-01,Volition Inc.,THQ,Xbox 360,81.0,8.1,M,3
sales_319,Tom Clancy's Splinter Cell,2002-01-01,Ubisoft Montreal,Ubisoft,Xbox,93.0,8.5,T,3
sales_320,FIFA 14,2013-01-01,EA Canada,Electronic Arts,PlayStation 4,87.0,6.3,E,3
sales_321,Killzone 2,2009-01-01,Guerrilla,Sony Computer Entertainment,PlayStation 3,91.0,8.1,M,3
sales_322,Far Cry 3,2012-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,91.0,8.6,M,3
sales_323,Epic Mickey,2010-01-01,Junction Point,Disney Interactive Studios,Wii,73.0,7.0,E,3
sales_324,NBA 2K13,2012-01-01,Visual Concepts,Take-Two Interactive,Xbox 360,88.0,7.2,E,3
sales_325,Dragon Ball Z: Budokai Tenkaichi 3,2007-01-01,"Spike, Namco Bandai Games",Atari,PlayStation 2,73.0,9.2,T,3
sales_326,The Sims: Livin Large,2000-01-01,Maxis,Electronic Arts,Windows PC,82.0,6.6,T,2
sales_327,World Soccer Winning Eleven 6 International,2002-01-01,KCET,Konami Digital Entertainment,PlayStation 2,93.0,9.1,E,2
sales_328,Devil May Cry,2001-01-01,Capcom,Capcom,PlayStation 2,94.0,8.5,M,2
sales_329,Star Wars: The Old Republic,2011-01-01,"LucasArts, BioWare",Electronic Arts,Windows PC,85.0,5.9,T,2
sales_330,Middle-Earth: Shadow of Mordor,2014-01-01,Monolith Productions,Warner Bros. Interactive Entertainment,PlayStation 4,84.0,8.1,M,2
sales_331,Sonic Heroes,2003-01-01,Sonic Team,Sega,PlayStation 2,64.0,7.8,E,2
sales_332,Hitman 2: Silent Assassin,2002-01-01,Io Interactive,Eidos Interactive,PlayStation 2,85.0,7.8,M,2
sales_333,Titanfall,2014-01-01,Respawn Entertainment,Electronic Arts,Xbox One,86.0,6.4,M,2
sales_334,Battlefield: Bad Company 2,2010-01-01,EA DICE,Electronic Arts,PlayStation 3,88.0,8.5,M,2
sales_335,SOCOM II: U.S. Navy SEALs,2003-01-01,Zipper Interactive,Sony Computer Entertainment,PlayStation 2,87.0,9.0,M,2
sales_336,Pac-Man Collection,2001-01-01,Mass Media,Atari,Game Boy Advance,79.0,7.8,E,2
sales_337,Street Fighter IV,2009-01-01,Capcom,Capcom,Xbox 360,93.0,7.3,T,2
sales_338,inFAMOUS,2009-01-01,Sucker Punch,Sony Computer Entertainment,PlayStation 3,85.0,8.3,T,2
sales_339,Kirby Super Star Ultra,2008-01-01,HAL Labs,Nintendo,Nintendo DS,76.0,8.8,E,2
sales_340,Call of Duty: Ghosts,2013-01-01,Infinity Ward,Activision,Xbox One,78.0,4.3,M,2
sales_341,Mass Effect,2007-01-01,BioWare,Microsoft Game Studios,Xbox 360,91.0,8.7,M,2
sales_342,Sonic Mega Collection Plus,2004-01-01,Sonic Team,Sega,PlayStation 2,73.0,8.6,E,2
sales_343,World Soccer Winning Eleven 7 International,2003-01-01,KCET,Konami Digital Entertainment,PlayStation 2,93.0,9.0,E,2
sales_344,Sega Superstars Tennis,2008-01-01,Sumo Digital,Sega,Xbox 360,67.0,6.8,E10+,2
sales_345,Hot Shots Golf 3,2001-01-01,Clap Hanz,Sony Computer Entertainment,PlayStation 2,85.0,8.9,E,2
sales_346,Cooking Mama: Cook Off,2007-01-01,OfficeCreate,505 Games,Wii,61.0,5.3,E,2
sales_347,Call of Duty: Finest Hour,2004-01-01,Spark Unlimited,Activision,PlayStation 2,76.0,7.7,T,2
sales_348,WarioWare: Smooth Moves,2006-01-01,Intelligent Systems,Nintendo,Wii,83.0,7.4,E10+,2
sales_349,Madden NFL 13,2012-01-01,EA Tiburon,Electronic Arts,Xbox 360,81.0,5.8,E,2
sales_350,The Elder Scrolls III: Morrowind,2002-01-01,Bethesda Softworks,Ubisoft,Xbox,87.0,8.7,T,2
sales_351,Assassin's Creed IV: Black Flag,2013-01-01,Ubisoft,Ubisoft,PlayStation 4,83.0,7.8,M,2
sales_352,Mortal Kombat,2011-01-01,NetherRealm Studios,Warner Bros. Interactive Entertainment,PlayStation 3,84.0,8.4,M,2
sales_353,Madden NFL 10,2009-01-01,EA Tiburon,Electronic Arts,Xbox 360,85.0,6.1,E,2
sales_354,BioShock,2007-01-01,"Irrational Games, 2K Marin",Take-Two Interactive,Xbox 360,96.0,8.9,M,2
sales_355,Metroid Prime,2002-01-01,Retro Studios,Nintendo,Nintendo GameCube,97.0,9.3,T,2
sales_356,Assassin's Creed: Brotherhood,2010-01-01,Ubisoft Montreal,Ubisoft,PlayStation 3,90.0,8.2,M,2
sales_357,Medal of Honor,2010-01-01,"EA DICE, Danger Close",Electronic Arts,PlayStation 3,75.0,7.5,M,2
sales_358,inFAMOUS: Second Son,2014-01-01,Sucker Punch,Sony Computer Entertainment,PlayStation 4,80.0,7.9,T,2
sales_359,NBA Street,2001-01-01,NuFX,Electronic Arts,PlayStation 2,89.0,8.6,E,2
sales_360,Jak II,2003-01-01,Naughty Dog,Sony Computer Entertainment,PlayStation 2,87.0,8.2,T,2
sales_361,Need for Speed: Hot Pursuit,2010-01-01,Criterion Games,Electronic Arts,PlayStation 3,89.0,7.2,E10+,2
sales_362,Skylanders: Spyro's Adventure,2011-01-01,Toys for Bob,Activision,Wii,81.0,5.6,E10+,2
sales_363,Battlefield 3,2011-01-01,EA DICE,Electronic Arts,Windows PC,89.0,7.5,M,2
sales_364,Mortal Kombat X,2015-01-01,"Warner Bros. Interactive Entertainment, NetherRealm Studios",Warner Bros. Interactive Entertainment,PlayStation 4,83.0,7.7,M,2
sales_365,The Sims,2003-01-01,Edge of Reality,Electronic Arts,PlayStation 2,83.0,7.7,T,2
sales_366,Killzone 3,2011-01-01,Guerrilla,Sony Computer Entertainment,PlayStation 3,84.0,7.9,M,2
sales_367,Star Wars: The Force Unleashed,2008-01-01,LucasArts,LucasArts,Xbox 360,73.0,6.7,T,2
sales_368,Yoshi's Island DS,2006-01-01,Artoon,Nintendo,Nintendo DS,81.0,7.4,E,2
sales_369,Saints Row: The Third,2011-01-01,Volition Inc.,THQ,Xbox 360,84.0,7.6,M,2
sales_370,Tekken 6,2009-01-01,Namco Bandai Games,Namco Bandai Games,PlayStation 3,79.0,7.4,T,2
sales_371,Sonic and the Secret Rings,2007-01-01,Sonic Team,Sega,Wii,69.0,6.6,E,2
sales_372,The Legend of Zelda: A Link to the Past,2002-01-01,Capcom,Nintendo,Game Boy Advance,95.0,9.1,E,2
sales_373,Onimusha: Warlords,2001-01-01,Capcom,Virgin Interactive,PlayStation 2,86.0,8.2,M,2
sales_374,L.A. Noire,2011-01-01,Team Bondi,Take-Two Interactive,Xbox 360,89.0,7.8,M,2
sales_375,Call of Duty 3,2006-01-01,Treyarch,Activision,Xbox 360,82.0,6.5,T,2
sales_376,Madden NFL 12,2011-01-01,EA Tiburon,Electronic Arts,Xbox 360,78.0,5.9,E,2
sales_377,LEGO Star Wars II: The Original Trilogy,2006-01-01,Traveller's Tales,LucasArts,PlayStation 2,84.0,9.0,E10+,2
sales_378,Killzone: Shadow Fall,2013-01-01,Guerrilla,Sony Computer Entertainment,PlayStation 4,73.0,6.8,M,2
sales_379,Madden NFL 11,2010-01-01,EA Tiburon,Electronic Arts,Xbox 360,84.0,5.7,E,2
sales_380,Burnout 3: Takedown,2004-01-01,Criterion Games,Electronic Arts,PlayStation 2,93.0,9.1,T,2
sales_381,Mario vs. Donkey Kong: Mini-Land Mayhem!,2010-01-01,Nintendo,Nintendo,Nintendo DS,79.0,7.7,E,2
sales_382,Professor Layton and the Last Specter,2009-01-01,Level 5,Nintendo,Nintendo DS,83.0,8.7,E10+,2
sales_383,Call Of Duty 2: Big Red One,2005-01-01,Treyarch,Activision,PlayStation 2,77.0,8.2,T,2
sales_384,Medal of Honor,1998-01-01,Dreamworks Interactive,Electronic Arts,PlayStation,92.0,8.6,T,2
sales_385,Fable,2004-01-01,Big Blue Box,Microsoft Game Studios,Xbox,85.0,8.5,M,2
sales_386,Guitar Hero: World Tour,2008-01-01,Neversoft Entertainment,Activision,Xbox 360,85.0,6.3,T,2
sales_387,FIFA 17,2016-01-01,"EA Sports, EA Vancouver",Electronic Arts,Xbox One,84.0,5.5,E,2
sales_388,Tom Clancy's Splinter Cell,2003-01-01,Ubisoft Shanghai,Ubisoft,PlayStation 2,89.0,7.7,T,2
sales_389,Need for Speed: Shift,2009-01-01,Slightly Mad Studios,Electronic Arts,PlayStation 3,84.0,6.9,E,2
sales_390,Medal of Honor Heroes,2006-01-01,Team Fusion,Electronic Arts,PlayStation Portable (PSP),71.0,7.9,T,2
sales_391,Final Fantasy XIII-2,2011-01-01,Square Enix,Square Enix,PlayStation 3,79.0,6.6,T,2
sales_392,Midnight Club: Street Racing,2000-01-01,Angel Studios,Take-Two Interactive,PlayStation 2,78.0,7.8,T,2
sales_393,Skate 3,2010-01-01,EA Black Box,Electronic Arts,Xbox 360,80.0,8.0,T,2
sales_394,ESPN NFL 2K5,2004-01-01,Visual Concepts,Sega,PlayStation 2,90.0,8.2,E,2
sales_395,Halo Wars,2009-01-01,Ensemble Studios,Microsoft Game Studios,Xbox 360,82.0,7.2,T,2
sales_396,NBA 2K12,2011-01-01,Visual Concepts,Take-Two Interactive,Xbox 360,90.0,7.7,E,2
sales_397,FIFA Soccer 10,2009-01-01,EA Sports,Electronic Arts,Xbox 360,90.0,7.5,E,2
sales_398,Medal of Honor,2010-01-01,"Dice, Danger Close",Electronic Arts,Xbox 360,74.0,6.7,M,2
sales_399,Harry Potter and the Chamber of Secrets,2002-01-01,Electronic Arts,Electronic Arts,PlayStation 2,71.0,7.6,E,2
sales_400,God of War Collection,2009-01-01,Bluepoint Games,Sony Computer Entertainment,PlayStation 3,91.0,8.7,M,2
sales_401,NBA Live 2005,2004-01-01,EA Canada,Electronic Arts,PlayStation 2,84.0,8.1,E,2
sales_402,Mario Strikers Charged,2007-01-01,Next Level Games,Nintendo,Wii,79.0,8.0,E10+,2
sales_403,FIFA Soccer 09,2008-01-01,EA Canada,Electronic Arts,PlayStation 3,87.0,7.5,E,2
sales_404,Style Savvy,2008-01-01,syn Sophia,Nintendo,Nintendo DS,73.0,7.7,E,2
sales_405,WWE SmackDown vs. RAW 2007,2006-01-01,Yuke's,THQ,PlayStation 2,80.0,8.6,T,2
sales_406,LEGO Star Wars: The Complete Saga,2007-01-01,Traveller's Tales,LucasArts,Xbox 360,80.0,7.4,E10+,2
sales_407,Madden NFL 08,2007-01-01,EA Tiburon,Electronic Arts,PlayStation 2,78.0,7.8,E,2
sales_408,Monster Hunter Freedom 2,2007-01-01,Capcom,Capcom,PlayStation Portable (PSP),72.0,8.7,T,2
sales_409,Sonic Adventure 2 Battle,2001-01-01,Sonic Team,Sega,Nintendo GameCube,73.0,8.3,E,2
sales_410,Madden NFL 13,2012-01-01,EA Tiburon,Electronic Arts,PlayStation 3,83.0,5.5,E,2
sales_411,Dragon Age: Origins,2009-01-01,BioWare,Electronic Arts,Xbox 360,86.0,7.9,M,2
sales_412,Pokémon Colosseum,2003-01-01,Genius Sonority Inc.,Nintendo,Nintendo GameCube,73.0,8.0,E,2
sales_413,LittleBigPlanet,2009-01-01,"SCE/WWS, Media Molecule",Sony Computer Entertainment,PlayStation Portable (PSP),87.0,7.8,E10+,2
sales_414,Madden NFL 09,2008-01-01,EA Tiburon,Electronic Arts,Xbox 360,83.0,7.0,E,2
sales_415,Crazy Taxi,2001-01-01,Acclaim Studios Cheltenham,Acclaim Entertainment,PlayStation 2,80.0,7.9,T,2
sales_416,Art Academy,2010-01-01,Headstrong Games,Nintendo,Nintendo DS,75.0,8.0,E,2
sales_417,NBA 2K14,2013-01-01,Visual Concepts,Take-Two Interactive,Xbox 360,87.0,4.9,E,2
sales_418,Skylanders Giants,2012-01-01,Toys for Bob,Activision,Wii,78.0,7.0,E10+,2
sales_419,Deca Sports,2008-01-01,CAProduction,Konami Digital Entertainment,Wii,50.0,5.4,E,2
sales_420,Marvel: Ultimate Alliance,2006-01-01,Raven Software,Activision,Xbox 360,82.0,7.5,T,2
sales_421,Mortal Kombat: Deadly Alliance,2002-01-01,Midway,Midway Games,PlayStation 2,79.0,8.8,M,2
sales_422,Game Party,2007-01-01,Midway,Midway Games,Wii,25.0,4.3,E,2
sales_423,Bloodborne,2015-01-01,From Software,Sony Computer Entertainment,PlayStation 4,92.0,8.6,M,2
sales_424,Mario Party 4,2002-01-01,Hudson,Nintendo,Nintendo GameCube,70.0,7.4,E,2
sales_425,Pure,2008-01-01,Black Rock Studio,Disney Interactive Studios,Xbox 360,85.0,7.7,E,2
sales_426,NBA 2K13,2012-01-01,Visual Concepts,Take-Two Interactive,PlayStation 3,90.0,8.0,E,2
sales_427,Saints Row: The Third,2011-01-01,Volition Inc.,THQ,PlayStation 3,82.0,7.7,M,2
sales_428,Resistance 2,2008-01-01,Insomniac Games,Sony Computer Entertainment,PlayStation 3,87.0,6.1,M,2
sales_429,NBA 2K15,2014-01-01,Visual Concepts,Take-Two Interactive,PlayStation 4,83.0,7.0,E,2
sales_430,Final Fantasy Tactics,1997-01-01,SquareSoft,SquareSoft,PlayStation,83.0,8.2,T,2
sales_431,Midnight Club: Los Angeles,2008-01-01,Rockstar San Diego,Take-Two Interactive,PlayStation 3,82.0,8.2,T,2
sales_432,The Sims: Bustin' Out,2003-01-01,Maxis,Electronic Arts,PlayStation 2,81.0,8.4,T,2
sales_433,LEGO Harry Potter: Years 1-4,2010-01-01,Traveller's Tales,Warner Bros. Interactive Entertainment,Wii,79.0,8.0,E10+,2
sales_434,Call of Duty: Infinite Warfare,2016-01-01,Infinity Ward,Activision,Xbox One,78.0,3.1,M,2
sales_435,Madden NFL 16,2015-01-01,EA Sports,Electronic Arts,Xbox One,84.0,6.1,E,2
sales_436,Tom Clancy's Rainbow Six: Vegas 2,2008-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,82.0,7.8,M,2
sales_437,uDraw Studio,2010-01-01,THQ,THQ,Wii,71.0,,E,2
sales_438,Need for Speed Carbon: Own the City,2006-01-01,EA Canada,Electronic Arts,PlayStation Portable (PSP),73.0,7.9,E10+,2
sales_439,Dragon Ball Z: Budokai 2,2003-01-01,Dimps Corporation,Atari,PlayStation 2,66.0,8.2,T,2
sales_440,pro evolution soccer 2011,2010-01-01,Konami,Konami Digital Entertainment,PlayStation 3,77.0,6.8,E,2
sales_441,ATV Offroad Fury,2001-01-01,Rainbow Studios,Sony Computer Entertainment,PlayStation 2,82.0,8.4,E,2
sales_442,Need for Speed: ProStreet,2007-01-01,Black Box,Electronic Arts,PlayStation 2,62.0,6.2,E10+,2
sales_443,Halo: Combat Evolved Anniversary,2011-01-01,343 Industries,Microsoft Game Studios,Xbox 360,82.0,8.1,M,2
sales_444,Guitar Hero,2005-01-01,Harmonix Music Systems,RedOctane,PlayStation 2,91.0,8.7,T,2
sales_445,Madden NFL 11,2010-01-01,EA Tiburon,Electronic Arts,PlayStation 3,83.0,6.1,E,2
sales_446,Dead Island,2011-01-01,Techland,Deep Silver,Xbox 360,71.0,6.9,M,2
sales_447,Half-Life 2,2004-01-01,Valve Software,Vivendi Games,Windows PC,96.0,9.1,M,2
sales_448,The Incredibles,2004-01-01,Heavy Iron Studios,THQ,PlayStation 2,62.0,7.6,T,2
sales_449,Madden NFL 08,2007-01-01,EA Tiburon,Electronic Arts,Xbox 360,85.0,6.4,E,2
sales_450,Tony Hawk's Underground 2,2004-01-01,Neversoft Entertainment,Activision,PlayStation 2,83.0,8.8,T,2
sales_451,Zumba Fitness,2010-01-01,"Pipeworks Software, Inc.",505 Games,Xbox 360,42.0,5.5,E,2
sales_452,Madden NFL 10,2009-01-01,EA Tiburon,Electronic Arts,PlayStation 3,85.0,6.8,E,2
sales_453,Midnight Club: Los Angeles,2008-01-01,Rockstar San Diego,Take-Two Interactive,Xbox 360,81.0,8.5,T,2
sales_454,Kinect: Disneyland Adventures,2011-01-01,Frontier Developments,Microsoft Game Studios,Xbox 360,73.0,2.9,E10+,2
sales_455,WWE SmackDown vs Raw 2008,2007-01-01,Yuke's,THQ,PlayStation 2,71.0,7.2,T,2
sales_456,The Legend of Zelda: Majora's Mask 3D,2015-01-01,GREZZO,Nintendo,Nintendo 3DS,89.0,9.0,E10+,2
sales_457,Resident Evil - Code: Veronica X,2001-01-01,Capcom,Capcom,PlayStation 2,84.0,8.4,M,2
sales_458,NBA 2K16,2015-01-01,Visual Concepts,Take-Two Interactive,Xbox One,86.0,6.2,E10+,2
sales_459,Kinect Sports: Season Two,2011-01-01,"Rare Ltd., BigPark",Microsoft Game Studios,Xbox 360,66.0,6.5,E,2
sales_460,James Bond 007: Everything or Nothing,2004-01-01,EA Redwood Shores,Electronic Arts,PlayStation 2,84.0,9.1,T,2
sales_461,Need For Speed: High Stakes,1999-01-01,EA Canada,Electronic Arts,PlayStation,86.0,8.5,E,2
sales_462,Guild Wars 2,2012-01-01,ArenaNet,NCSoft,Windows PC,90.0,7.9,T,2
sales_463,Paper Mario: Sticker Star,2012-01-01,Intelligent Systems,Nintendo,Nintendo 3DS,75.0,5.6,E,2
