wiki_ref,title,launch_yr,studio,system,franchise
dbpedia_305,Hydlide,1984-01-01,T&E Soft,FM-7,
dbpedia_306,Darwinia (video game),2005-01-01,Introversion Software,Linux,
dbpedia_307,NBA In The Zone 2000,2000-01-01,Konami,Nintendo 64,
dbpedia_308,Hidden & Dangerous,2000-01-01,Illusion Softworks,Playstation,
dbpedia_309,List of Monster Jam video games,2016-01-01,Rainbow Studios,Xbox 360,Monster Jam
dbpedia_310,Oddworld: Stranger's Wrath,2014-01-01,IOS,PS4,Oddworld
dbpedia_311,Kud Wafter,2013-01-01,Key (company),Microsoft Windows,Little Busters!
dbpedia_312,Another World (video game),2013-01-01,Interplay Entertainment,Sega CD,
dbpedia_313,FIFA 10,2009-01-01,HB Studios,Android (operating system),FIFA (video game series)
dbpedia_314,Oniken,2012-01-01,Joymasher,Linux,
dbpedia_315,Total War: Shogun 2: Fall of the Samurai,2014-01-01,Creative Assembly,Microsoft Windows,Total War (video game series)
dbpedia_316,International Karate,2008-01-01,System 3 (company),Apple II series,
dbpedia_317,Sonic CD,2011-01-01,Sega,PS2,Sonic the Hedgehog
dbpedia_318,Risk (video game),1998-01-01,Sculptured Software,Apple II,
dbpedia_319,Fruit Ninja,2011-01-01,Halfbrick Studios,Bada (operating system),
dbpedia_320,NCAA Football 2003,2002-01-01,EA Tiburon,Xbox,NCAA Football (video game series)
dbpedia_321,Maniac Mansion,1988-01-01,Realtime Associates,Apple II,
dbpedia_322,Street Fighter EX2,1999-01-01,Arika,Playstation,
dbpedia_323,Barbie Horse Adventures,2003-01-01,Blitz Games,PS2,
dbpedia_324,Earth Defense Force 2025,2013-01-01,Sandlot (company),PS3,Earth Defense Force
dbpedia_325,Max: The Curse of Brotherhood,2017-01-01,Press Play (company),Xbox 360,
dbpedia_326,Crysis (video game),2020-01-01,Crytek,,Crysis
dbpedia_327,What Remains of Edith Finch,2017-01-01,Giant Sparrow,Xbox Series X/S,
dbpedia_328,Mega Man 2,1988-01-01,Capcom,Nintendo Entertainment System,Mega Man (original series)
dbpedia_329,Destruction Derby 2,1997-01-01,Reflections Interactive,Playstation,
dbpedia_330,Bulls vs Lakers and the NBA Playoffs,1993-01-01,Electronic Arts,Sega Mega Drive/Sega Genesis,NBA Live (video game series)
dbpedia_331,Mighty No. 9,2016-01-01,Inti Creates,OS X,
dbpedia_332,The Sims Medieval,2011-01-01,Maxis,Windows Phone,The Sims
dbpedia_333,Chuchel,2018-01-01,Amanita Design,Microsoft Windows,
dbpedia_334,Spider-Man 2 (2004 video game),2004-01-01,The Fizz Factor,N-Gage (device),
dbpedia_335,Doom (1993 video game),2019-01-01,Id Software,Classic Mac OS,Doom (franchise)
dbpedia_336,Carmageddon II: Carpocalypse Now,2000-01-01,Stainless Games,Game Boy Color,
dbpedia_337,Oddworld: Stranger's Wrath,2012-01-01,Oddworld Inhabitants,OnLive,Oddworld
dbpedia_338,Samorost 2,2020-01-01,Amanita Design,Microsoft Windows,Samorost
dbpedia_339,Mortal Kombat II,1994-01-01,32X,PS3,Mortal Kombat
dbpedia_340,Shantae and the Pirate's Curse,2016-01-01,WayForward,Switch,Shantae
dbpedia_341,List of Monster Jam video games,2021-01-01,Ubi Soft Barcelona,IOS,Monster Jam
dbpedia_342,Strider (1989 arcade game),1989-01-01,Capcom,Master System,
dbpedia_343,OutRun 2006: Coast 2 Coast,2006-01-01,Sumo Digital,Microsoft Windows,
dbpedia_344,Tropico 3,2012-01-01,Haemimont Games,MacOS,Tropico (video game)
dbpedia_345,Half-Life 2: Lost Coast,2013-01-01,Valve Corporation,Windows,Half-Life (series)
dbpedia_346,Snatcher (video game),1992-01-01,Konami,Sega CD,
dbpedia_347,Putty Squad,2014-01-01,System 3 (software company),Sega Genesis,
dbpedia_348,Transformers: War for Cybertron,2010-01-01,High Moon Studios,Xbox 360,Transformers
dbpedia_349,The Pinball Arcade,2012-01-01,FarSight Studios,PlayStation Vita,
dbpedia_350,Risk (video game),1996-01-01,Runecraft,Apple II,
dbpedia_351,Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,1999-01-01,Humongous Entertainment,Mac OS,
dbpedia_352,Record of Agarest War,2007-01-01,Idea Factory,Xbox 360,
dbpedia_353,Woah Dave!,2014-01-01,Choice Provisions,Microsoft Windows,
dbpedia_354,Madden NFL 07,2006-01-01,EA Canada,Wii,Madden NFL
dbpedia_355,Blood Omen: Legacy of Kain,1996-01-01,Silicon Knights,Playstation,Legacy of Kain
dbpedia_356,Grand Chase,2018-01-01,KOG Studios,Microsoft Windows,
dbpedia_357,Guilty Party (video game),2010-01-01,Wideload Games,Wii,
dbpedia_358,Prototype 2,2015-01-01,Radical Entertainment,Microsoft Windows,
dbpedia_359,Star Wars Jedi Knight II: Jedi Outcast,2002-01-01,Vicarious Visions,PS4,Star Wars: Jedi Knight (series)
dbpedia_360,Cloud Master,1992-01-01,Opera House,PC Engine,
dbpedia_361,TransBot,1985-01-01,Sega,Sega Master System,
dbpedia_362,Mia's Math Adventure: Just in Time!,,Kutoka Interactive,Macintosh,Mia's Big Adventure Collection
dbpedia_363,Broken Sword 5: The Serpent's Curse,2014-01-01,Revolution Software,Linux,Broken Sword
dbpedia_364,Giana Sisters: Twisted Dreams,2012-01-01,Black Forest Games,Wii U,
dbpedia_365,Sudden Strike 4,2017-01-01,,Microsoft Windows,Sudden Strike
dbpedia_366,VVVVVV,2015-01-01,Terry Cavanagh (developer),Switch,
dbpedia_367,Chaos;Head,2009-01-01,5pb.,Microsoft Windows,Science Adventure
dbpedia_368,The House of the Dead 2,1998-01-01,Wow Entertainment,Microsoft Windows,The House of the Dead
dbpedia_369,List of Monster Jam video games,2021-01-01,Inland Productions,IOS,Monster Jam
dbpedia_370,Red Faction: Guerrilla,2018-01-01,Volition (company),,Red Faction
dbpedia_371,Microsoft Ultimate Word Games,2017-01-01,Microsoft Casual Games,Android (operating system),
dbpedia_372,Rayman Origins,2012-01-01,Ubisoft Casablanca,3DS,Rayman
dbpedia_373,Amnesia: The Dark Descent,2016-01-01,Frictional Games,PS4,
dbpedia_374,Mega Man 9,2008-01-01,Inti Creates,Xbox One,Mega Man (original series)
dbpedia_375,Madden NFL 2001,2000-01-01,EA Tiburon,PS2,Madden NFL
dbpedia_376,O-Chan no Oekaki Logic,1995-01-01,Sunsoft,Sega Saturn,Hebereke (series)
dbpedia_377,Crash Tag Team Racing,2005-01-01,Radical Entertainment,GameCube,Crash Bandicoot
dbpedia_378,Lost Kingdoms II,2003-01-01,FromSoftware,GameCube,
dbpedia_379,Howrse,2014-01-01,Owlient,IOS,
dbpedia_380,Long Live the Queen (video game),2012-01-01,Hanako Games,Microsoft Windows,
dbpedia_381,Pro Evolution Soccer 2010,2009-01-01,,Wii,Pro Evolution Soccer
dbpedia_382,Transformers G1: Awakening,2008-01-01,Glu Mobile,Android OS,
dbpedia_383,Adventures of Lolo 2,1990-01-01,HAL Laboratory,Nintendo Entertainment System,Eggerland
dbpedia_384,Razor Freestyle Scooter,2001-01-01,Shaba Games,Playstation,
dbpedia_385,The Amazing Spider-Man (2012 video game),2013-01-01,Other Ocean Interactive,Wii,Spider-Man in video games
dbpedia_386,Madden NFL 2002,2001-01-01,EA Tiburon,GameCube,Madden NFL
dbpedia_387,Wario Land: Shake It!,2008-01-01,Good-Feel,Wii,Wario (series)
dbpedia_388,Hanjuku Hero,2005-01-01,Square Enix,DS,
dbpedia_389,Sammy Sosa High Heat Baseball 2001,2000-01-01,,Playstation,High Heat Major League Baseball
dbpedia_390,Lemony Snicket's A Series of Unfortunate Events (video game),2004-01-01,KnowWonder,Game Boy Advance,
dbpedia_391,Theme Park (video game),1995-01-01,Bullfrog Productions,IOS,
dbpedia_392,Castle Crashers,2019-01-01,The Behemoth,Xbox 360,
dbpedia_393,G.I. Joe: The Rise of Cobra (video game),2009-01-01,PlayStation Portable,PS3,
dbpedia_394,Call of Duty (video game),2003-01-01,Aspyr,Mac OS X,Call of Duty
dbpedia_395,Mr. Driller (video game),2001-01-01,Namco,Dreamcast,Mr. Driller
dbpedia_396,Dark Souls II: The Lost Crowns,2014-01-01,FromSoftware,Xbox 360,Dark Souls
dbpedia_397,List of Monster Jam video games,2007-01-01,Virtuos,GameCube,Monster Jam
dbpedia_398,Jubeat,,Konami Computer Entertainment Japan,IOS,Bemani
dbpedia_399,Disney Infinity (video game),2014-01-01,Heavy Iron Studios,Microsoft Windows,Disney Infinity
dbpedia_400,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,2002-01-01,Monolith Productions,MacOS,
dbpedia_401,List of Monster Jam video games,2020-01-01,Inland Productions,GameCube,Monster Jam
dbpedia_402,X-Men: Children of the Atom (video game),1994-01-01,Probe Entertainment,Playstation,List of X-Men video games
dbpedia_403,Tom Clancy's Splinter Cell: Double Agent,2006-01-01,,Mobile phone,Tom Clancy's Splinter Cell
dbpedia_404,Madden NFL 2003,2002-01-01,EA Tiburon,Xbox,Madden NFL
dbpedia_405,Final Fantasy III (2006 video game),2011-01-01,Matrix Software,DS,Final Fantasy
dbpedia_406,Fishdom,2009-01-01,Playrix,DS,
dbpedia_407,Zoo Keeper (2003 video game),2004-01-01,Success (company),PS2,
dbpedia_408,Colin McRae Rally 2005,2007-01-01,Codemasters,PlayStation Portable,Colin McRae Rally and Dirt
dbpedia_409,Naruto: Ultimate Ninja,2016-01-01,"GREE, Inc.",Android (operating system),
dbpedia_410,Bloody Roar 2,1999-01-01,Eighting,Arcade game,Bloody Roar
dbpedia_411,List of Monster Jam video games,2015-01-01,Inland Productions,Switch,Monster Jam
dbpedia_412,The Revenge of Shinobi (2002 video game),2002-01-01,3d6 Games,Game Boy Advance,Shinobi (series)
dbpedia_413,Echochrome II,2010-01-01,Japan Studio,PS3,Echochrome
dbpedia_414,Phoenix Wright: Ace Attorney – Justice for All,2012-01-01,Capcom Production Studio 4,DS,Ace Attorney
dbpedia_415,Putt-Putt Travels Through Time,2013-01-01,Humongous Entertainment,IOS,
dbpedia_416,List of Monster Jam video games,2010-01-01,Torus Games,Game Boy Advance,Monster Jam
dbpedia_417,Rayman 3: Hoodlum Havoc,2003-01-01,Gameloft,,Rayman
dbpedia_418,Eets,2006-01-01,Klei Entertainment,IPad,
dbpedia_419,List of Monster Jam video games,2007-01-01,Virtuos,Wii,Monster Jam
dbpedia_420,Ghostrunner,2021-01-01,Slipgate Ironworks,Xbox Series X and Series S,
dbpedia_421,Lemony Snicket's A Series of Unfortunate Events (video game),2004-01-01,JAMDAT,GameCube,
dbpedia_422,Obduction (video game),2017-01-01,Cyan Worlds,Microsoft Windows,
dbpedia_423,Disney Infinity (video game),2013-01-01,Avalanche Software,Xbox 360,Disney Infinity
dbpedia_424,Cabela's Outdoor Adventures (2005 video game),2005-01-01,Fun Labs,GameCube,
dbpedia_425,Baseball (1983 video game),1989-01-01,Nintendo R&D1,Famicom Disk System,List of Mario sports games
dbpedia_426,Arc Rise Fantasia,2009-01-01,Marvelous Entertainment,Wii,
dbpedia_427,Oddworld: Stranger's Wrath,2012-01-01,Ouya,Ouya,Oddworld
dbpedia_428,Halo: The Master Chief Collection,2014-01-01,343 Industries,Xbox Series X/S,Halo (series)
dbpedia_429,Lagoon (video game),1990-01-01,Kemco,Super Nintendo,
dbpedia_430,Just Dance 2014,2013-01-01,Ubisoft Milan,Wii,Just Dance (video game series)
dbpedia_431,The End Is Nigh (video game),2017-01-01,Tyler Glaiel,Microsoft Windows,
dbpedia_432,Michael Jackson: The Experience,2011-01-01,Ubisoft Montreal,IPad 2,
dbpedia_433,Hyper Light Drifter,2016-01-01,Heart Machine,Switch,
dbpedia_434,Ghostbusters (1984 video game),1985-01-01,Compile (company),Nintendo Entertainment System,List of Ghostbusters video games
dbpedia_435,Cloud Master,1991-01-01,Opera House,Master System,
dbpedia_436,Radical Rex,2020-01-01,Beam Software,Evercade,
dbpedia_437,The Book of Unwritten Tales,2012-01-01,King Art Games,Windows,
dbpedia_438,List of Monster Jam video games,2016-01-01,Virtuos,GameCube,Monster Jam
dbpedia_439,The Walking Dead: Season Two,2014-01-01,Telltale Games,Xbox 360,The Walking Dead (video game series)
dbpedia_440,Daisenryaku,2001-01-01,SystemSoft,Windows 98,
dbpedia_441,Assassin's Creed III: Liberation,2019-01-01,Ubisoft Milan,Xbox One,Assassin's Creed
dbpedia_442,List of Fire Pro Wrestling games,1993-01-01,Spike (company),Sega Saturn,Fire Pro Wrestling
dbpedia_443,Coca-Cola Kid (video game),1994-01-01,Aspect Co.,Game Gear,
dbpedia_444,James Bond 007: Nightfire,2002-01-01,Eurocom,Microsoft Windows,James Bond in video games
dbpedia_445,Madden NFL 2002,2001-01-01,Budcat Creations,PS2,Madden NFL
dbpedia_446,Summer Pockets,2020-01-01,Key (company),IOS,
dbpedia_447,Shadow Warrior (1997 video game),1997-01-01,3D Realms,Linux,Shadow Warrior
dbpedia_448,Haegemonia: Legions of Iron,2014-01-01,Digital Reality,Microsoft Windows,
dbpedia_449,Tom Clancy's Ghost Recon Predator,2010-01-01,Virtuos,PlayStation Portable,Tom Clancy's Ghost Recon
dbpedia_450,List of Rock Band track packs,2009-01-01,Harmonix,Xbox 360,Rock Band
dbpedia_451,List of Fire Pro Wrestling games,1989-01-01,Spike Chunsoft,Dreamcast,Fire Pro Wrestling
dbpedia_452,In Cold Blood (video game),2000-01-01,Revolution Software,Playstation,
dbpedia_453,Rampage World Tour,1998-01-01,Midway Studios San Diego,Windows,Rampage (franchise)
dbpedia_454,Revolution X,1994-01-01,Rage Software,Sega Saturn,
dbpedia_455,List of Rock Band track packs,2009-01-01,Pi Studios,PS3,Rock Band
dbpedia_456,Might & Magic: Clash of Heroes,2009-01-01,Tag Games,IOS,Might and Magic
dbpedia_457,Brunswick Pro Bowling,2015-01-01,PlayStation 2,PS2,
dbpedia_458,Wet (video game),2009-01-01,Behaviour Interactive,Xbox 360,
dbpedia_459,Deal or No Deal (video game),2006-01-01,Imagination Entertainment,IOS,
dbpedia_460,"J.R.R. Tolkien's The Lord of the Rings, Vol. I (1990 video game)",1991-01-01,Interplay Productions,Amiga,
dbpedia_461,Speed Busters,1998-01-01,Ubisoft Montreal,Mobile phone,
dbpedia_462,Tom Clancy's Rainbow Six 3: Raven Shield,2003-01-01,Ubi Soft Montreal,Mac OS X,Tom Clancy's Rainbow Six
dbpedia_463,The Walking Dead: Michonne,2016-01-01,Telltale Games,OS X,The Walking Dead (video game series)
dbpedia_464,Luigi's Mansion 3,2019-01-01,Next Level Games,Switch,List of Luigi video games
dbpedia_465,Tyco R/C: Assault with a Battery,2000-01-01,Lucky Chicken Games,Playstation,
dbpedia_466,Heavy Fire,2013-01-01,Teyon,Personal computer,
dbpedia_467,List of Monster Jam video games,2020-01-01,Team6 Game Studios,PS4,Monster Jam
dbpedia_468,Assassin's Creed III: Liberation,2021-01-01,Ubisoft Sofia,Microsoft Windows,Assassin's Creed
dbpedia_469,Syberia (video game),2014-01-01,Microïds,IOS,Syberia
dbpedia_470,Michael Jackson: The Experience,2011-01-01,PlayStation 3,Mac OS X,
dbpedia_471,Space Harrier,1988-01-01,Sega,Amstrad CPC,
dbpedia_472,Transformers: War for Cybertron,2010-01-01,High Moon Studios,PS3,Transformers
dbpedia_473,Wasteland (video game),1988-01-01,Krome Studios,Apple II series,Wasteland (series)
dbpedia_474,Demolition Man (video game),1994-01-01,Virgin Interactive Entertainment,Sega CD,
dbpedia_475,Risk (video game),1998-01-01,Zoë Mode,Atari ST,
dbpedia_476,Doom (1993 video game),1995-01-01,Id Software,PC-9800 series,Doom (franchise)
dbpedia_477,Syberia (video game),2002-01-01,Microïds,IOS,Syberia
dbpedia_478,The Escapists 2,2017-01-01,Team17,IOS,
dbpedia_479,Hardline (video game),1996-01-01,Cryo Interactive,MS-DOS,
dbpedia_480,Spider-Man 2 (2004 video game),2004-01-01,The Fizz Factor,Mac OS X,
dbpedia_481,King's Quest II,,Sierra Entertainment,Personal computer,King's Quest
dbpedia_482,Wing Commander (video game),1992-01-01,Origin Systems,Playstation,
dbpedia_483,Madden NFL 06,2005-01-01,Exient Entertainment,PlayStation Portable,Madden NFL
dbpedia_484,Toki Tori,2012-01-01,Two Tribes (company),Windows Mobile,
dbpedia_485,Asphalt Urban GT,2004-01-01,Gameloft,DS,Asphalt (series)
dbpedia_486,Cabela's Dangerous Hunts 2011,2010-01-01,Cauldron HQ,PS3,List of Cabela's video games
dbpedia_487,Assassin's Creed: Altaïr's Chronicles,2010-01-01,Gameloft,WebOS,Assassin's Creed
dbpedia_488,Real Madrid Fantasy Manager,2011-01-01,From The Bench,Facebook,
dbpedia_489,Guacamelee!,2014-01-01,DrinkBox Studios,Xbox 360,
dbpedia_490,Grid Autosport,2015-01-01,Codemasters,IOS,Grid (series)
dbpedia_491,Might & Magic: Clash of Heroes,2011-01-01,Tag Games,Microsoft Windows,Might and Magic
dbpedia_492,Mary Shelley's Frankenstein (video game),1994-01-01,Bits Studios,Sega Genesis,
dbpedia_493,Pokémate,2006-01-01,Square Enix,Mobile phone,Pokémon (video game series)
dbpedia_494,Barbie Horse Adventures,2003-01-01,Blitz Games,DS,
dbpedia_496,Risen 3: Titan Lords,2015-01-01,Piranha Bytes,PS3,Risen (series)
dbpedia_497,Minecraft: Story Mode,2017-01-01,Telltale Games,Android (operating system),Minecraft (franchise)
dbpedia_498,Inversion (video game),2012-01-01,Saber Interactive,PS3,
dbpedia_499,List of Fire Pro Wrestling games,2001-01-01,Spike (company),Dreamcast,Fire Pro Wrestling
dbpedia_500,The Amazing Spider-Man (2012 video game),2012-01-01,Beenox,IOS,Spider-Man in video games
dbpedia_501,Assassin's Creed III: Liberation,2014-01-01,Ubisoft Sofia,Xbox 360,Assassin's Creed
dbpedia_502,G.I. Joe: The Rise of Cobra (video game),2009-01-01,PlayStation Portable,PS2,
dbpedia_503,Jet Set Radio,2012-01-01,BlitWorks,PS3,
dbpedia_504,Wasteland (video game),2020-01-01,Interplay Entertainment,Apple II series,Wasteland (series)
dbpedia_505,Drawn to Life,2014-01-01,5th Cell,IOS,Drawn to Life (video game series)
dbpedia_506,Mercs,1990-01-01,Sega,Master System,
dbpedia_507,Rampage 2: Universal Tour,1999-01-01,Avalanche Software,Game Boy Color,Rampage (franchise)
dbpedia_508,Bejeweled 2,2005-01-01,PopCap Games,MacOS,Bejeweled (series)
dbpedia_509,Torchlight II,2012-01-01,Runic Games,Linux,
dbpedia_510,Rock Revolution,2008-01-01,Zoë Mode,Wii,
dbpedia_511,Half-Life: Alyx,2020-01-01,Valve Corporation,Linux,Half-Life (series)
dbpedia_512,Chaos Rings Omega,2011-01-01,Media.Vision,PlayStation Vita,Chaos Rings
dbpedia_513,Apollo Justice: Ace Attorney,2016-01-01,Capcom,3DS,Ace Attorney
dbpedia_514,Minecraft,2016-01-01,Mojang Studios,Windows Phone,Minecraft (franchise)
dbpedia_515,Iron Storm (2002 video game),2004-01-01,4X Studio,Microsoft Windows,
dbpedia_516,List of Monster Jam video games,2014-01-01,Rainbow Studios,Xbox 360,Monster Jam
dbpedia_517,Marvel: Ultimate Alliance 2,2009-01-01,Vicarious Visions,PS3,
dbpedia_518,James Bond 007: Nightfire,2003-01-01,Gearbox Software,MacOS,James Bond in video games
dbpedia_519,Aero Fighters 2,1994-01-01,,Neo Geo CD,Aero Fighters
dbpedia_520,Trine 2,2011-01-01,Frozenbyte,MacOS,Trine (video game)
dbpedia_521,Street Fighter Alpha 3,2006-01-01,Crawfish Interactive,Sega Saturn,Street Fighter
dbpedia_522,Dragon Age: Origins,2009-01-01,BioWare,Microsoft Windows,Dragon Age
dbpedia_523,The Typing of the Dead,2004-01-01,WOW Entertainment,Dreamcast,
dbpedia_524,SBK-07: Superbike World Championship,2007-01-01,Milestone srl,PlayStation Portable,
dbpedia_525,Trivia Crack,2014-01-01,Etermax,Android (operating system),
dbpedia_526,List of Monster Jam video games,2002-01-01,Virtuos,Switch,Monster Jam
dbpedia_527,List of Fire Pro Wrestling games,1999-01-01,Human Entertainment,Arcade Game,Fire Pro Wrestling
dbpedia_528,Mortal Kombat 3,,Software Creations (UK),Game Gear,Mortal Kombat
dbpedia_529,Harry Potter and the Philosopher's Stone (video game),2003-01-01,KnowWonder,Microsoft Windows,Harry Potter video games
dbpedia_530,Dynasty Warriors 6,2007-01-01,Omega Force,PS3,Dynasty Warriors
dbpedia_531,Metroid Prime,2002-01-01,Retro Studios,GameCube,Metroid
dbpedia_532,Return to Castle Wolfenstein,2003-01-01,Nerve Software,PS2,Wolfenstein
dbpedia_533,Gauntlet Dark Legacy,2002-01-01,Atari Games,Game Boy Advance,Gauntlet (series)
dbpedia_534,Darksiders II,2019-01-01,Vigil Games,PS4,Darksiders
dbpedia_535,The Blackwell Epiphany,2016-01-01,Wadjet Eye Games,Linux,Blackwell (series)
dbpedia_536,Yesterday (video game),2012-01-01,Pendulo Studios,Microsoft Windows,
dbpedia_537,Oddworld: Stranger's Wrath,2020-01-01,Just Add Water (company),MacOS,Oddworld
dbpedia_538,Skylanders: Trap Team,2014-01-01,Beenox,PS4,Skylanders
dbpedia_539,List of Monster Jam video games,2002-01-01,Team6 Game Studios,Google Stadia,Monster Jam
dbpedia_540,Little King's Story,2016-01-01,Cing,PlayStation Vita,
dbpedia_541,Air (video game),2006-01-01,Key (company),PlayStation Portable,
dbpedia_542,Puyo Puyo (video game),1994-01-01,,Switch,Puyo Puyo
dbpedia_543,Tropico 6,2019-01-01,Limbic Entertainment,Xbox One,Tropico (video game)
dbpedia_544,Lego Racers (video game),1999-01-01,High Voltage Software,Playstation,
dbpedia_545,Scrabble (video game),2001-01-01,Ubisoft Chengdu,BBC Micro,
dbpedia_546,Cobra Command (1984 video game),1992-01-01,Data East,Sega Saturn,
dbpedia_547,Air (video game),2000-01-01,Key (company),Freedom of Mobile Multimedia Access,
dbpedia_548,Virtual On: Cyber Troopers,1996-01-01,Sega AM3,PS2,Virtual On
dbpedia_549,Tony Hawk's Underground 2: Remix,2005-01-01,Neversoft,PlayStation Portable,Tony Hawk's (series)
dbpedia_550,Disney Infinity 2.0,2015-01-01,Heavy Iron Studios,Android (operating system),Disney Infinity
dbpedia_551,Syberia (video game),2003-01-01,Microïds,PS2,Syberia
dbpedia_552,Barbie Horse Adventures,2008-01-01,Möbius Entertainment,PS2,
dbpedia_553,Pacific Rim (video game),2013-01-01,Behaviour Interactive,PS3,
