id,name,artist,tracks_track-name
lastfm-0191,Singles 8185,Depeche Mode,"['Dreaming of Me', 'New Life', ""Just Can't Get Enough"", 'See You', 'The Meaning of Love', 'Leave in Silence', 'Get The Balance Right', 'Everything Counts', 'Love In Itself', 'People Are People', 'Master and Servant', 'Blasphemous Rumours', 'Somebody', 'Shake the Disease', ""It's Called a Heart"", 'Photographic (Some Bizzare Version)', ""Just Can't Get Enough (Schizo mix)""]"
lastfm-0192,- new - Spirit in Your Soul EP,Weekender,"['Spirit in Your Soul (Toasted Mix)', 'Spirit in Your Soul', 'Polite Request', ""Groper's Delight""]"
lastfm-0193,Homeworks,Move D,
lastfm-0194,Daydreams / Brutal,Greedy Fingers,"['Daydreams (feat. Cage)', 'Daydreams (Instrumental)', 'Six Times', 'Brutal Styles (feat. Necro)', 'Brutal Styles (Instrumental)', 'Gotham']"
lastfm-0195,the fragile soul,Steve Law,
lastfm-0196,I'm Warning You,Souxsoul,
lastfm-0197,Placement Issues,Sybarite,"['Engaged', 'Second Cities', ""Without Nothing I'm You"", 'Otonomy', 'Without Engagement  [E*Rock Remix]', 'Lapsong', 'Unforced Force of the Truth', 'Accumulus', 'Square One', 'the sweep', 'Inivisible Magnetic Missive', 'Meusic', 'Identity #2']"
lastfm-0198,Fallen Star EP,Infusion,
lastfm-0199,Brown Sugar / Byzantium,D. Space Nine,"['Brown sugar', 'Byzantium']"
lastfm-0200,Cream of the Second Coming,Whitehouse,"['Thank Your Lucky Stars', ""I'm Coming Up Your Ass"", 'Dom', 'Avisodomy', 'The Second Coming', 'The 150 Murderous Passions', 'Death Penalty', 'Shitfun (remix)', ""My Cock's on Fire""]"
lastfm-0201,D'Arcangelo -  Broken Toys' Corner,D'Arcangelo,"['N-tower', '5005', 'Geo Ride', 'Tetax', 'Topic and U', 'No-ia', 'X59', 'Mitrum 7', 'Flatcalm']"
lastfm-0202,Welcome To The Future,Gemini,
lastfm-0203,Spirit of,Talk Talk,"['The Rainbow (1997 - Remaster)', 'Eden (1997 Digital Remaster)', 'Desire (1997 Digital Remaster)', 'Inheritance (1997 Digital Remaster)', 'I Believe In You (1997 Digital Remaster)', 'Wealth (1997 - Remaster)']"
lastfm-0204,Hot Spot (Girls  The Window) / Delicious,Alexander K.,
lastfm-0205,Electronic Dream,Exzakt,"['electronic dream', 'sleeping with the enemy', 'Vox Box']"
lastfm-0206,Not Promised Tomorrow / Flame Surfacing,Vector B.,"['Not Promised Tomorrow', 'Flame Surfacing']"
lastfm-0207,Supernatural,Kim English,
lastfm-0208,Feel the Drums,D. Sgarbi,
lastfm-0209,K. Mosh -  Dynamo,K. Mosh,"['Across the Universe', ""Crawford's Theme 1"", 'The Fire This Time', 'Hectic', 'Lifelines', 'Suicide', ""Crawford's Theme 2"", 'Kate Mosh', 'Manic', 'Genesis', 'Dynamo', 'Solar Death']"
lastfm-0210,[explicit] Big City Voodoo,upsilon,
lastfm-0211,The Conspiracy Trip,Illuminatus,
lastfm-0212,Never Let Go,Hyper G. Go,"['Never Let Go (Global mix)', 'Never Let Go (Mukkaa mix)', 'Never Let Go (88 dub)']"
lastfm-0213,Unknown Species / Spacetime Continuum,Magnetex,
lastfm-0214,Energy From The Outside,Mark Van Dale With Enrico,
lastfm-0215,More Tears,A. Lynn,
lastfm-0216,Future Classics Of The Recent Past,GTO,
lastfm-0217,Bengali Bantam Youth Experience!,Black Star Liner,"['Sita D', 'Swimmer', 'Low BMW', ""Gurdeep's Yellow Funk"", 'Superfly and Bindi', 'Pink Rupee', 'Ethnic Suicide of the Volga Boatmen', 'Inder Automatic', 'Khaatoon', 'Silvini', 'Dark Shadow', 'Intafada Powder-Line']"
lastfm-0218,Squareface / Leviathan,Oska,
lastfm-0219,ReLoad  Russian Trance,PPK,
lastfm-0220,We Are Experienced,A. Active,"['Wanna-Na', 'Meteoroid Dub', 'Ala-Mecka-Bickally Dub', 'Burning The Midnight Lamp (Live Version)', 'Auditory Nerve Declaration', 'Space Children', 'Free The Marijuana (New Mix)', 'Wanna-Na Dub']"
lastfm-0221,[explicit] Take Me to Your Leader,Hanzel u. Gretyl,"['Take Me To Your Leader (Radio Edit)', 'Take Me To Your Leader (Album Version)', 'Take Me To Your Leader (Remix)']"
lastfm-0222,Neither Work  Leisure,Truant,"['The Life Cycle', 'Neither Work Nor Leisure', 'Song of a City', ""Parent's Evening"", 'Purple Haze', 'Dope People', 'Economy Airlines', 'Time Of The Ape', 'Afro Bandwagon', 'Rifle Range', 'Changed Mind']"
lastfm-0223,Relapse,Gridlok,
lastfm-0224,Disco Tragedy,Brian Damage,
lastfm-0225,Get Ready for,2 Unlimited,"['Get Ready for This (orchestral mix - edit)', 'Get Ready for This (rap version - edit)', 'Get Ready for This (Orchestral mix)']"
lastfm-0226,Album: Spirit of Ibiza,Mystic,
lastfm-0227,I Surrender,Rosie Gaines,
lastfm-0228,Dangerous,Krafty K.,
lastfm-0229,- new - Daydream,LDC,
lastfm-0230,Purple  EP,Kerri Chandler,
lastfm-0231,Punisher -  beyond the mind's ear,Punisher,
lastfm-0232,The  Universe,Synectics,"['The Final Moment', 'Into The Unknown', 'Zycoon', 'Free Sphere', 'Untitled', 'Red Clouds', 'Synergetic 2', 'Natural']"
lastfm-0233,Life From The Outside,Bloq,"['view from underwater', ""so what's stopping you?"", 'unchewable snack', 'ginger sorbet', ""librarian's limit"", 'sunrise in bulwara', 'Picnic', 'Modulove', 'i wanna break with you', 'pong', 'Torricellian Vacume', 'stolen library books']"
lastfm-0234,Life After Death EP,Tretek,
lastfm-0235,Ibiza Sunrise,Labworks,
lastfm-0236,- new - Experience EP,J. McDuphrey Experience,"['Experience', 'Fifty Eight', 'Solar Waves', 'Song For Airto', 'Parallel Worlds', 'Tomorrow, Yesterday', 'Flowers of Life']"
lastfm-0237,Purple,Crustation,"['Purple (7"" Master)', 'Purple (A Tribe Called Quest Edit)', ""Purple (La Femme D'Argent Mix)"", 'Purple (A Tribe Called Quest Mix)', 'Purple (12"" Master)', 'Purple (Mr. Scruff Mix)']"
lastfm-0238,Get Ready to the,Dada,
lastfm-0239,The Broken Sequencer,Kagami,"['Pyon Pyon (Short Edit)', 'hyper wheels', 'CUTTING GUITAR', ""ELEFUNTS' DISCO"", 'Beat Bang Blue (Album Edit)', 'beat bang robo', 'Y (Short Edit)', 'filter house music', 'BMX (Album Edit)', 'world cup']"
lastfm-0240,D. Club -  Drums Are Dangerous,D. Club,"['Drums Are Dangerous (Psychic Joke mix)', 'Drums Are Dangerous (303 Invades Seattle mix)', 'Drums Are Dangerous (Psychotic Interference mix)', 'Oscillate and Infiltrate (23 Steps to Heaven mix)']"
lastfm-0241,Album: The Contract / Diamonds,D.O.P.E.,
lastfm-0242,LoonyChip Classics,Bobvan,
lastfm-0243,Trilogy  Two Lone Swordsmen,Ganger,
lastfm-0244,On And On (Fears Keep On),Decadance (.,
lastfm-0245,Influences,davaNtage,"['Faceless Faker', 'Target', 'Slaves', 'Decadence (feindflug remix)', 'Faith', 'American Resistance', 'Dying Sphere', 'The Death Of Thule', 'The Passenger', 'Middling', 'Winterdogs', 'Deceit']"
lastfm-0246,D. Slip -  Empire Digital Ghetto,D. Slip,
lastfm-0247,Anxiety,Pain Station,"['Empty', 'Vagrant', 'Alone', 'Perversion', 'Closer to the Edge', 'Feed Me', 'Hate', 'Dying', 'Consumed', 'Into My Brain']"
lastfm-0248,Nowhere,Pantha du Prince,"['Lauter', 'Butan', 'bleiben', 'Eden']"
lastfm-0249,Dreamland Idle,Joseph Nothing,"['Dreamland Geist Orchestra', 'Icon', 'Wind May Blows Nobody', 'Still', 'Spiral Cloud', 'Skinny Land', 'March of the D.I.O.', 'Exhausted Machine Island', 'The Incredible Journey in My Flying Saucer', 'Secret Calm Life', 'Its Next Step Toward Nothing', 'Yesterday Evening', 'Or', 'Underground CafÃƒÂ©', 'Blind Theme for All']"
lastfm-0250,Suffer  Consequences),Rochelle F.,
lastfm-0251,Broken Mind EP,P. Damage,
lastfm-0252,Album: The Trouble Maker,Roberta Kelly,
lastfm-0253,Perfect State,S. Barons,
lastfm-0254,Fu-Tourist -  Big Trouble,Fu-Tourist,
lastfm-0255,No More Tears (Enough Is Enough),Barbra Streisand,
lastfm-0256,[explicit] Future Primitives,Intermix,"['Mantra', 'Lost Tribe', 'Telekinetic Warriors', 'Solar Temple', 'Sonic Ritual', 'Seeds of Harmony', 'Blackhole Amizon', 'Ceremonial Chant']"
lastfm-0257,Acid Blain / The  (Remixes),D.Diggler,"['Acid Blain (Alexander Kowalski Remix)', 'The Radiator (Paul Brtschitsch Remix)']"
lastfm-0258,Spiritchaser,DJ Swam,
lastfm-0259,Employment,N. Thomas Windham,"['Employment Patterns 1', 'Employment Patterns 2', 'Employment Patterns 3', 'Employment Patterns 4']"
lastfm-0260,Lights o. Euphoria -  Beyond Subconsciousness,Lights o. Euphoria,"['Loose Gravitation (Intro)', 'Injustice', 'Broken Wings', 'For Better for Worse', 'Show Me Your Tears', 'Druganthem (lie mix)', 'Show Me Your Tears (Apoptygma Berserk vs. Industrial Heads remix)', 'Injustice (LeÃƒÂ¦ther Strip remix)', 'Sacred (Digital Factor remix)', 'Loose Gravitation (Outro)']"
lastfm-0261,The Purple,Freezepop,"['Robotron 2000', 'Tracey Gold', 'Vacation']"
lastfm-0262,"Get Up, Feel The Music",P. Network,
lastfm-0263,Replicant,Sugizo,"['Metaphysical Missing (Grooverider remix)', 'Archetype of Kannon (Hip Optimist remix)', 'Replicant Deliver (Peshay remix)', 'Michael in the Cage (Source Direct remix)', 'Shadows of the Chemical (Fabio remix)', 'Replicant Lucifer (Dillinja remix)', 'Replicant Prayer (Lemon D remix)', 'Next Dimension Beauty (808 State remix)', ""Shut Up 'n Prayer (Konitang remix)"", 'Like a Gold le Fou (Artemis remix)']"
lastfm-0264,Deuter -  Land of Enchantment,Deuter,"['Pierrot', 'Maui Morning', 'Silver Air I', 'Waves and Dolphins', 'Santa Fe', 'Celestial Harmony', 'Silver Air II', 'Petite Fleur', 'Wind of Dawn', 'Peru le Peru']"
lastfm-0265,I. Caesar -  La Musica Electronica,I. Caesar,"['La Musica Electronica 2001', 'Silencio', 'Sintetica', 'Calma', 'Take 1', 'Caesar Plays', 'La Melodia', 'Da Machine', 'Are U Afraid of My Eyes', 'La Musica Electronica', 'Silenco (Love Design Remix)', 'La Melodia (Love Design Remix)', 'Calma (Showcase Edit)']"
lastfm-0266,Outta Nowhere EP,Perquisite,
lastfm-0267,Lullaby,Vampire Rodents,"['Tracobite', 'Catacomb', 'Crib Death', 'Dogchild', 'Tremulous', 'Lullaby Land', 'Dervish', 'Scavenger', 'Exuviate', 'Akrotiri', 'Toten Faschist', 'Nosedive', 'Hubba Hubba', 'Cartouche', 'Awaken', 'Raga Rodentia']"
lastfm-0268,Star Time,J. Brown,"['Why Do You Do Me', 'Try Me', 'Bewildered (1960 Album Version)', ""I'll Go Crazy"", ""I Know It's True"", 'Think', ""Baby You're Right (Alternate Take)"", 'Night Train', ""I've Got Money"", ""I Don't Mind (Live At The Apollo Theater/1962)"", 'Prisoner Of Love', 'Out Of The Blue (Alternate Take)', 'Out Of Sight', 'Grits', 'Maybe The Last Time', ""It's A Man's World (1991 Box Set Version (Stereo))"", 'I Got You (I Feel Good) (1966 Album (Stereo))', ""Papa's Got A Brand New Bag (Complete Take (Parts 1, 2 & 3))"", ""Papa's Got A Brand New Bag (Part 1)"", 'I Got You (I Feel Good)', ""Ain't That A Groove (1991 Box Set Version)"", ""It's A Man's, Man's, Man's World (Single Version (Mono))"", ""Money Won't Change You (1991 Box Set Version (Complete Version))"", ""Don't Be A Dropout (1991 Star Time Version)"", 'Bring It Up (Hipsters Avenue) (1991 Star Time Version)', 'Let Yourself Go (1991 Star Time Version)', 'Get It Together (Parts 1 & 2)', ""I Can't Stand Myself (When You Touch Me), Pt. 1"", ""I Got The Feelin'"", ""Say It Loud - I'm Black And I'm Proud (Pt. 1)"", 'There Was A Time (Live (1968/ Dallas Memorial Auditiorium))', ""I Don't Want Nobody To Give Me Nothing (Open Up The Door, I'll Get It Myself) (Part 1 & 2)"", 'Mother Popcorn (Part 1 & 2)', 'Get Up I Feel Like Being A Sex Machine (Parts 1 & 2)', 'Super Bad (Stereo Mix)', ""Talkin' Loud And Sayin' Nothing (1991 Extended Version)"", 'Get Up, Get Into It, Get Involved (Stereo Mix)', 'Soul Power (Parts 1 & 2) (Part 1 & 2 Stereo Mix)', ""Medley: Brother Rapp/Ain't It Funky Now (Live (Olympia Theatre, Paris France))"", 'Hot Pants Pt. 1 (She Got To Use What She Got To Get What She Wants)', ""I'm A Greedy Man (Part 1)"", 'Make It Funky (Part 1, Single Version (Mono))', ""Intro/ It's A New Day (So Let A Man Come In And Do The Popcorn) (Live At The Apollo Theater/1971)"", 'I Got Ants In My Pants, Part 1', 'There It Is (Part 1)', 'Public Enemy #1 (Part 1)', 'Get On The Good Foot (Single Version (Mono))', 'I Got A Bag Of My Own', 'Doing It To Death', 'The Payback', ""Papa Don't Take No Mess (Part 1)"", 'Stoned To The Bone - Part 1', 'My Thang (1991 Undubbed Mix)', 'Hot (I Need To Be Loved Loved Loved Loved)', 'Get Up Offa That Thing / Release The Pressure (1991 Edit)', 'Body Heat, Part 1', ""It's Too Funky In Here"", 'Rapp Payback (Where Iz Moses)', 'Unity, Part 1']"
lastfm-0269,The Best Belong Together,B.V.S.M.P.,
lastfm-0270,Pretending To Be Fearless,Aidan Baker,"['Sunn', 'The Dog Sleeps Oblivious in the Den', 'Pretending to be Fearless', 'A Small, Neat Wound', '[untitled]']"
lastfm-0271,Traveller,Fusion 808,
lastfm-0272,Another,Colours,"['Original Mix', 'Wally Lopez Weekend Remk']"
lastfm-0273,Hypnotize,High O. Love,
lastfm-0274,Electronica,DJ Trippy,"[""Let's Trip"", 'Picture Postcard', 'Open Your Mind', 'Burning Out', 'Hit Me', 'Herion Chic', 'This Is My House', 'Yo!', 'Negativity', 'The Declaration', 'Self Trancendence']"
lastfm-0275,X-Girlfriend,E. Amador,
lastfm-0276,the music that i live,Marcho,"['jugendliebe', 'Minimalistic Silence', 'Roof-deck (Strictly Instrumental Version)', 'Pop-Ular']"
lastfm-0277,Gentleman of,Jadell,"['The Organisation', 'Brand New Sound', 'Space Bed', 'Before the Fall', 'The Sure Shot', 'Mother Otherness', ""I'm With You""]"
lastfm-0278,Bring It On,Modaji,
lastfm-0279,*popular* Lords of the Dance,Ratpack,
lastfm-0280,Discovery E.P.,Syzygy,
lastfm-0281,Broken Folk Funk Latin,G. Peterson,"['Kovin lentaen kotin kaipllan', 'All Things to All Men', 'Come as You Are', 'Come Alive', 'Where Have They Gone', 'Mood Swing', 'Destiny', 'Unclaimed', 'Sweet Child', 'Twist', 'Left Hand Jazz', 'Touched My Soul']"
lastfm-0282,Temple On Every Street,Doctor L.,"[""Tu Mets 'le signe du singe'"", 'Time slips away', 'The Wheel Turns', 'The give away box', 'I got so much trouble to see', 'Liquid Blue', 'Coffee pot', 'Touch the sky', 'Mountains (will never surrender)', 'Interrupting the ceremony', 'Lost in da Machine', 'Temple on every street']"
lastfm-0283,Sungods -  Ascension,Sungods,
lastfm-0284,Experience,York,"['Awakening (Still the remix)', 'Fields of Love (Dubmix) ATB vs. York', 'OTB (On the Beach) (original version)', 'Hearts', 'Kiss the Sky', 'Heavy Mental', 'Reachers of Civilisation', 'Awakening (Quake remix radio edit)', 'Farewell to the Moon (Watergate remix radio edit)']"
lastfm-0285,Secret Frequencies /,A. Kinetic,
lastfm-0286,Beyond,Incisions,
lastfm-0287,Visions Of,Forcefield,
lastfm-0288,Halcyon,Idyl,"['At the waters edge', 'Relentless Awakening', 'Coerce', 'In the Silence of...', 'Belief (restive)']"
lastfm-0289,Ultraviolence,SKF,
lastfm-0290,Out Of The Woods,Seelenluft,"['L.A. Woman', 'Manila', 'Bob Grande', 'Echokiller', 'Aircondition', 'Boobsie and Pepsy', 'Dancing Grandma', 'Piano J', 'The Evil Frog', 'Yoa Gongla', 'Goodnite Bob']"
lastfm-0291,Up All Night (Won't Make the Gym),Superstars of Rock,
lastfm-0292,Hope Classics Volume 1,L. Alexander,
lastfm-0293,- new - Waking Up The World,T. Dancers,"['Waking Up the World', 'Step 2', 'Batty Beats']"
lastfm-0294,Point Blank / Surrender In,Embee,
lastfm-0295,The Man Who Lived Underground,Freaks,"['The Man Who Lived Underground', 'The Washing Machine (Short Spin Excerpt)', 'Weaver-Lude', 'Telefunken', 'Where Were You When The Lights Went Out?', 'Hang Up Your Hang-Ups', 'Fix It', ""The Creeps (You're Giving Me)"", 'Psycho-Delia', 'Switchin Channels', 'Lovehate', ""80's Throwback"", 'Nyce & Slo', ""He's Angry"", ""What's The Point?"", 'Time', 'Blam (The New Jam)']"
lastfm-0296,Warning,A.K.A.,
lastfm-0297,Nylon Coverin' Body Smotherin',Nurse W. Wound,
lastfm-0298,Icarus (Angel Dust),Ledge,
lastfm-0299,Still Life  Numerical Analysis,Terre Thaemlitz,"[""Still Life With Numerical Analysis (Ultra-Red's Numbers Remix)"", ""Still Life With Numerical Analysis (Ultra-Red's Sex Panic Summit Remix)""]"
lastfm-0300,Obscura,Yamo,
lastfm-0301,Rockin' to the Music,Black B.,"[""Rockin' To The Music (Organ Mix)"", ""Rockin' To The Music (Lelewel Freak Mix)"", ""Rockin' To Music (Acapella)""]"
lastfm-0302,Zone (Millennium Remixes),2. Unlimited,"['Twilight Zone (DJ Jean edit)', 'Twilight Zone (Dj Jean Club Mix)', 'Twilight Zone (DJ Jean Dub)', 'Twilight Zone (Delvino Remix Edit)', 'TWILIGHT ZONE (Sharp ""Maniac"" Mix)']"
lastfm-0303,Electronic Underground,Megaptera,"['Electronic Underground, Part I', 'Electronic Underground, Part II', 'Metal Blaster', 'Megaptera Theme', 'Hypnotic FEar', ""Someone's At The Door"", 'Power Vibrations', 'Last Machinery']"
lastfm-0304,Issues,Grand P.,"['Issues (clean remix)', 'Issues (dirty remix)', 'Issues (album dub)', 'Baby Mama Drama']"
lastfm-0305,Outside World (Remixes),Sunbeam,
lastfm-0306,Voodoo,Sonar,"['Cosmic Rays (MSB Remix)', 'Shadow To Catch', 'Orkid']"
lastfm-0307,Deluxe Soundsystem,Dynamite D.,"['Intro', 'Wie jetzt', 'Samy Deluxe Pt.2', 'GrÃƒÂ¼ne Brille', 'Blow Shit Up', 'Eigentlich', 'DD im Haus', 'Boom', 'Lots of Signs', 'Instinkt', 'Meilenstein', 'Deluxe Soundsystem', 'Zap Zap', 'Bis dato']"
lastfm-0308,The Eternal Flame,Skin Up,"['The Eternal Flame', 'Roadster']"
lastfm-0309,O.N.O -  six month at outside stairs,O.N.O,"['Spasmodic', 'Nanostorm', 'Narrowboat', 'K R K', 'Demand', 'Spasmodif', 'Ereticent']"
lastfm-0310,Blackout,L. Louis,
lastfm-0311,When  We Belong?,SK Radicals,"['I Belong (reprise)', 'Evolution', 'On the Street', 'Bit Bomb Funk', 'In Pursuit of Trane', ""Reachin' 4 da Farside [Misa Negra Remix]"", 'On the Street [Volcov 4-4-2 Remix]', 'Evolution [Fini Dolo Remix]', 'I Belong', 'Baduski']"
lastfm-0312,Thought for Food,The Books,"['Enjoy Your Worries, You May Never Have Them Again', 'Read, Eat, Sleep', 'All Bad Ends All', 'All Our Base Are Belong to Them', 'Thankyoubranch', 'Mikey Bass', 'Excess Straussess', 'Getting the Done Job', 'A Dead Fish Gains the Power of Observation', 'Deafkids']"
lastfm-0313,Go Go Dynamo,Cleo,
lastfm-0314,*popular* Hypnotize,R. Rivera,
lastfm-0315,Conception Vessel,Steve Mason,"['Vessel of Conception', 'Conception Vessel', 'Acufunk', 'Brilliant for You Psychologically', 'Looks Like Another Fine Day', 'Touch the Sun', 'Outer Frontier Gate', 'Double Wobble Trouble (Intro edit)', 'What do You do for Fun?', 'Toads', 'Forbidden Pleasures', 'Brain Train (State Control mix)', 'Tiger Balm Tantrums', 'Conception Vessel Reprise']"
lastfm-0316,You Belong  Me,Michael Moog,
lastfm-0317,*popular* Dance / Accelerate,Slot,"['Dance', 'Dance (radio edit)', 'Accelerate']"
lastfm-0318,Interactive -  Elevator Up And Down,Interactive,
lastfm-0319,Elevator (Masters At Work Remixes),Jaffa,
lastfm-0320,Broken Into Little Pieces EP,K. Shinohara,
lastfm-0321,Futuristic,Source o. Gravity,
lastfm-0322,This Is Not a Daydream,Alien Factory,"['This Is Not a Daydream (Intro)', 'This Is Not a Daydream', 'Tomorrow (remix)', 'Destiny (Sub-Stance remix)']"
lastfm-0323,[explicit] I'm Only In It For The Money!,Beige,
lastfm-0324,Generation,Cosmoon,"['I Am a Freak', 'Illustrated Children', 'just legalize it', 'damnation generation', 'Psygothic Personalities', 'pitter patter', '23.7']"
lastfm-0325,Liberation,Walky Talky,"['Liberation', 'Deliberation']"
lastfm-0326,Don't Give Up,Michelle Weeks,
lastfm-0327,Judgement,F. Freunde,
lastfm-0328,Brothers in Machine,Koneveljet,"['Terma', 'Natas', 'Ner Vegas', 'Tamilia', 'Namuh', 'Man on the Moon', 'Romulus', 'Kitsunegari', 'extra']"
lastfm-0329,Album: Colors,Panoramic,"['Colors', 'Dreammission']"
lastfm-0330,Das Bierbeben -  Mach Deinen Fernseher Kaputt,Das Bierbeben,"['Mach Deinen Fernseher Kaputt', 'No Future No Past', 'Deutschlands Mauern fallen']"
lastfm-0331,Noize Check / Diss - Spirit,Capital J,
lastfm-0332,Michigan,Laura Grabb,
lastfm-0333,Album: Universal Nation (Millennium Mixes),PUSH,"['Universal Nation (Original Mix)', 'Universal Nation (Ferry Corsten Remix)', 'Universal Nation (Dumonde Remix)', 'Universal Nation (Oliver Lieb remix)']"
lastfm-0334,Absence Of Time,Blind Light,"['The Absence Of Time / Djemaa El Fna', 'Blind Light', 'Our Completion', 'Midnight', 'The Nostalgic Ache', 'Clairvoyance Of Self (Seeing Through)', 'Our Completion (Ancient Evening Mix)']"
lastfm-0335,The Spiritual Bonding,V. Obmana,"['The feather cycle', 'The Spiritual Bonding', 'Challenging boundaries', 'The Interior Journey', 'Earth dangling', 'From the Stepping Stone', 'The nebulous pathway', 'Spatial Prophecy (Song of the Tribal)']"
lastfm-0336,- new - Anxiety Always,ADULT.,"['The Cold Call', 'Shake Your Head', 'Glue Your Eyelids Together', 'Blank Eyed, Nose Bleed', 'Turn Your Back', 'People, You Can Confuse', 'Auto World', 'Nervous (Wreck)', 'We Know How to Have Fun', 'Kick in the Shins', 'Foot-in-Mouth Disease', 'Suck the Air']"
lastfm-0337,Dangerous / Dub,Twin Dragon,
lastfm-0338,The Smart Blip Experience,Waxolutionists,"['10 Outta 43200', 'Kiss My Vortex', 'Listen Up', 'Unspecial (Bits from the U.B.)', '8bit Pipecleaner', 'NachtschattengewÃƒÂ¤chs (feat. Manuva)', 'Needle Sharpening In 7 Parts', 'The Waxos vs. DJ Furrypile', 'Different Directions', 'Alphabetical Download (feat. Dephjoe)', 'Wish I Had Four Hands', 'Commercial Break', 'Deep Inside', 'Zeta Reticuli (feat. Dj Buk)', 'A Mescal At Neptunes', 'Body%Ground (feat. Dfkt)', 'Power Transfer No. One', 'Family Biz']"
