Attribute_1,name,releaseYear,developer,publisher,platform,criticScore,userScore,ESRB,sales
sales_255,Resident Evil 5,2009-01-01,Capcom,Capcom,Xbox 360,83,7.5,M,3
sales_256,Assassin's Creed: Brotherhood,2010-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,89,8.3,M,3
sales_257,Battlefield 4,2013-01-01,EA DICE,Electronic Arts,PS3,80,5.8,M,3
sales_258,Batman: Arkham Asylum,2009-01-01,Rocksteady Studios,Eidos Interactive,Xbox 360,92,8.7,T,3
sales_259,Battlefield 4,2013-01-01,EA DICE,Electronic Arts,Xbox 360,79,5.6,M,3
sales_260,Battlefield: Bad Company 2,2010-01-01,EA DICE,Electronic Arts,Xbox 360,88,8.6,M,3
sales_261,Guitar Hero: On Tour,2008-01-01,Vicarious Visions,Activision,DS,71,8.8,E10+,3
sales_262,Clubhouse Games,2006-01-01,Agenda,Nintendo,DS,83,8.4,E,3
sales_263,Borderlands,2009-01-01,Gearbox Software,Take-Two Interactive,Xbox 360,84,8.2,M,3
sales_264,Tekken 4,2002-01-01,Namco,Namco Bandai Games,PS2,79,8.3,T,3
sales_265,Grand Theft Auto 2,1998-01-01,DMA Design,Take-Two Interactive,Playstation,70,8.0,T,3
sales_266,Metal Gear Solid V: The Phantom Pain,2015-01-01,"Kojima Productions, Moby Dick Studio",Konami Digital Entertainment,PS4,93,8.2,M,3
sales_267,Spider-Man 2,2004-01-01,Treyarch,Activision,PS2,80,8.9,T,3
sales_268,FIFA Soccer 2003,2002-01-01,EA Canada,Electronic Arts,PS2,88,6.7,E,3
sales_269,LittleBigPlanet 2,2011-01-01,Media Molecule,Sony Computer Entertainment,PS3,91,8.4,E,3
sales_270,Crash Bash,2000-01-01,Eurocom Entertainment Software,Sony Computer Entertainment,Playstation,68,8.2,E,3
sales_271,Assassin's Creed Syndicate,2015-01-01,Ubisoft Quebec,Ubisoft,PS4,76,6.8,M,3
sales_272,LEGO Batman: The Videogame,2008-01-01,Traveller's Tales,Warner Bros. Interactive Entertainment,Xbox 360,76,7.9,E10+,3
sales_273,Destiny,2014-01-01,"Bungie Software, Bungie",Activision,XOne,75,5.5,T,3
sales_274,Far Cry 3,2012-01-01,Ubisoft Montreal,Ubisoft,PS3,90,8.5,M,3
sales_275,James Bond 007: Nightfire,2002-01-01,Eurocom Entertainment Software,Electronic Arts,PS2,77,8.5,T,3
sales_276,Star Wars Episode III: Revenge of the Sith,2005-01-01,Double Helix Games,LucasArts,PS2,60,7.2,T,3
sales_277,The Legend of Zelda: Spirit Tracks,2009-01-01,Nintendo,Nintendo,DS,87,7.8,E10+,3
sales_278,Max Payne,2001-01-01,Rockstar Toronto,Take-Two Interactive,PS2,80,8.5,M,3
sales_279,Assassin's Creed IV: Black Flag,2013-01-01,Ubisoft,Ubisoft,Xbox 360,86,7.9,M,3
sales_280,The Lord of the Rings: The Return of the King,2003-01-01,EA Games,Electronic Arts,PS2,85,8.7,T,3
sales_281,Gears of War: Ultimate Edition,2015-01-01,"Splash Damage, The Coalition",Microsoft Game Studios,XOne,82,7.5,M,3
sales_282,True Crime: Streets of LA,2003-01-01,"Luxoflux, Inc.",Activision,PS2,77,8.0,M,3
sales_283,Professor Layton and the Unwound Future,2008-01-01,Level 5,Nintendo,DS,86,9.2,E10+,3
sales_284,FIFA 16,2015-01-01,EA Sports,Electronic Arts,XOne,84,4.4,E,3
sales_285,Wii Music,2008-01-01,Nintendo,Nintendo,Wii,63,4.6,E,3
sales_286,Madden NFL 16,2015-01-01,EA Sports,Electronic Arts,PS4,83,5.9,E,3
sales_287,Gran Turismo 6,2013-01-01,Polyphony Digital,Sony Computer Entertainment,PS3,81,7.7,E,3
sales_288,Halo: The Master Chief Collection,2014-01-01,343 Industries,Microsoft Game Studios,XOne,85,7.2,M,3
sales_289,Super Mario Maker,2015-01-01,Nintendo,Nintendo,WiiU,88,8.7,E,3
sales_290,God of War: Chains of Olympus,2008-01-01,Ready at Dawn,Sony Computer Entertainment,Playstation Portable,91,8.6,M,3
sales_291,Enter the Matrix,2003-01-01,Shiny Entertainment,Atari,PS2,62,8.1,T,3
sales_292,Crisis Core: Final Fantasy VII,2007-01-01,Square Enix,Square Enix,Playstation Portable,83,8.0,T,3
sales_293,Dance Central,2010-01-01,Harmonix Music Systems,MTV Games,Xbox 360,82,7.6,T,3
sales_294,L.A. Noire,2011-01-01,Team Bondi,Take-Two Interactive,PS3,89,7.7,M,3
sales_295,Ace Combat 04: Shattered Skies,2001-01-01,Namco,Sony Computer Entertainment Europe,PS2,89,9.1,E,3
sales_296,Animal Crossing,2001-01-01,Nintendo,Nintendo,GameCube,87,8.9,E,3
sales_297,FIFA Soccer 08,2007-01-01,EA Canada,Electronic Arts,PS2,83,6.5,E,3
sales_298,Spider-Man,2000-01-01,Neversoft Entertainment,Activision,Playstation,87,9.0,E,3
sales_299,Mario Party 9,2012-01-01,Nd Cube,Nintendo,Wii,73,6.8,E,3
sales_300,Sonic Rush,2005-01-01,"Dimps Corporation, Sonic Team",Sega,DS,82,8.5,E,3
sales_301,Rhythm Heaven,2008-01-01,Nintendo,Nintendo,DS,83,9.0,E,3
sales_302,Fallout: New Vegas,2010-01-01,Obsidian Entertainment,Bethesda Softworks,PS3,82,7.8,M,3
sales_303,Personal Trainer: Cooking,2006-01-01,Indies Zero,Nintendo,DS,81,7.8,E,3
sales_304,The Elder Scrolls IV: Oblivion,2007-01-01,4J Studios,Ubisoft,PS3,93,8.0,M,3
sales_305,The Legend of Zelda: A Link Between Worlds,2013-01-01,Nintendo,Nintendo,3DS,91,8.9,E,3
sales_306,Resident Evil 6,2012-01-01,Capcom,Capcom,PS3,74,5.4,M,3
sales_307,Mass Effect 2,2010-01-01,BioWare,Electronic Arts,Xbox 360,96,8.9,M,3
sales_308,Dragon Ball Z: Budokai,2002-01-01,Dimps Corporation,Atari,PS2,67,7.9,T,3
sales_309,Madden NFL 2002,2001-01-01,EA Sports,Electronic Arts,PS2,94,7.9,E,3
sales_310,The Sims: Vacation,2002-01-01,Maxis,Electronic Arts,PC,75,7.8,T,3
sales_311,Animal Crossing: Happy Home Designer,2015-01-01,Nintendo,Nintendo,3DS,66,6.9,E,3
sales_312,The Sims 4,2014-01-01,Maxis,Electronic Arts,PC,70,3.9,T,3
sales_313,Borderlands 2,2012-01-01,Gearbox Software,Take-Two Interactive,Xbox 360,89,8.2,M,3
sales_314,LEGO Batman: The Videogame,2008-01-01,TT Fusion,Warner Bros. Interactive Entertainment,DS,72,8.0,E10+,3
sales_315,Kung Fu Panda,2008-01-01,"Luxoflux, Inc.",Activision,Xbox 360,75,7.4,E10+,3
sales_316,Mass Effect 3,2012-01-01,BioWare,Electronic Arts,Xbox 360,93,5.8,M,3
sales_317,Heavy Rain,2010-01-01,Quantic Dream,Sony Computer Entertainment,PS3,87,7.7,M,3
sales_318,Saints Row 2,2008-01-01,Volition Inc.,THQ,Xbox 360,81,8.1,M,3
sales_319,Tom Clancy's Splinter Cell,2002-01-01,Ubisoft Montreal,Ubisoft,Xbox,93,8.5,T,3
sales_320,FIFA 14,2013-01-01,EA Canada,Electronic Arts,PS4,87,6.3,E,3
sales_321,Killzone 2,2009-01-01,Guerrilla,Sony Computer Entertainment,PS3,91,8.1,M,3
sales_322,Far Cry 3,2012-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,91,8.6,M,3
sales_323,Epic Mickey,2010-01-01,Junction Point,Disney Interactive Studios,Wii,73,7.0,E,3
sales_324,NBA 2K13,2012-01-01,Visual Concepts,Take-Two Interactive,Xbox 360,88,7.2,E,3
sales_325,Dragon Ball Z: Budokai Tenkaichi 3,2007-01-01,"Spike, Namco Bandai Games",Atari,PS2,73,9.2,T,3
sales_326,The Sims: Livin Large,2000-01-01,Maxis,Electronic Arts,PC,82,6.6,T,2
sales_327,World Soccer Winning Eleven 6 International,2002-01-01,KCET,Konami Digital Entertainment,PS2,93,9.1,E,2
sales_328,Devil May Cry,2001-01-01,Capcom,Capcom,PS2,94,8.5,M,2
sales_329,Star Wars: The Old Republic,2011-01-01,"LucasArts, BioWare",Electronic Arts,PC,85,5.9,T,2
sales_330,Middle-Earth: Shadow of Mordor,2014-01-01,Monolith Productions,Warner Bros. Interactive Entertainment,PS4,84,8.1,M,2
sales_331,Sonic Heroes,2003-01-01,Sonic Team,Sega,PS2,64,7.8,E,2
sales_332,Hitman 2: Silent Assassin,2002-01-01,Io Interactive,Eidos Interactive,PS2,85,7.8,M,2
sales_333,Titanfall,2014-01-01,Respawn Entertainment,Electronic Arts,XOne,86,6.4,M,2
sales_334,Battlefield: Bad Company 2,2010-01-01,EA DICE,Electronic Arts,PS3,88,8.5,M,2
sales_335,SOCOM II: U.S. Navy SEALs,2003-01-01,Zipper Interactive,Sony Computer Entertainment,PS2,87,9.0,M,2
sales_336,Pac-Man Collection,2001-01-01,Mass Media,Atari,Game Boy Advance,79,7.8,E,2
sales_337,Street Fighter IV,2009-01-01,Capcom,Capcom,Xbox 360,93,7.3,T,2
sales_338,inFAMOUS,2009-01-01,Sucker Punch,Sony Computer Entertainment,PS3,85,8.3,T,2
sales_339,Kirby Super Star Ultra,2008-01-01,HAL Labs,Nintendo,DS,76,8.8,E,2
sales_340,Call of Duty: Ghosts,2013-01-01,Infinity Ward,Activision,XOne,78,4.3,M,2
sales_341,Mass Effect,2007-01-01,BioWare,Microsoft Game Studios,Xbox 360,91,8.7,M,2
sales_342,Sonic Mega Collection Plus,2004-01-01,Sonic Team,Sega,PS2,73,8.6,E,2
sales_343,World Soccer Winning Eleven 7 International,2003-01-01,KCET,Konami Digital Entertainment,PS2,93,9.0,E,2
sales_344,Sega Superstars Tennis,2008-01-01,Sumo Digital,Sega,Xbox 360,67,6.8,E10+,2
sales_345,Hot Shots Golf 3,2001-01-01,Clap Hanz,Sony Computer Entertainment,PS2,85,8.9,E,2
sales_346,Cooking Mama: Cook Off,2007-01-01,OfficeCreate,505 Games,Wii,61,5.3,E,2
sales_347,Call of Duty: Finest Hour,2004-01-01,Spark Unlimited,Activision,PS2,76,7.7,T,2
sales_348,WarioWare: Smooth Moves,2006-01-01,Intelligent Systems,Nintendo,Wii,83,7.4,E10+,2
sales_349,Madden NFL 13,2012-01-01,EA Tiburon,Electronic Arts,Xbox 360,81,5.8,E,2
sales_350,The Elder Scrolls III: Morrowind,2002-01-01,Bethesda Softworks,Ubisoft,Xbox,87,8.7,T,2
sales_351,Assassin's Creed IV: Black Flag,2013-01-01,Ubisoft,Ubisoft,PS4,83,7.8,M,2
sales_352,Mortal Kombat,2011-01-01,NetherRealm Studios,Warner Bros. Interactive Entertainment,PS3,84,8.4,M,2
sales_353,Madden NFL 10,2009-01-01,EA Tiburon,Electronic Arts,Xbox 360,85,6.1,E,2
sales_354,BioShock,2007-01-01,"Irrational Games, 2K Marin",Take-Two Interactive,Xbox 360,96,8.9,M,2
sales_355,Metroid Prime,2002-01-01,Retro Studios,Nintendo,GameCube,97,9.3,T,2
sales_356,Assassin's Creed: Brotherhood,2010-01-01,Ubisoft Montreal,Ubisoft,PS3,90,8.2,M,2
sales_357,Medal of Honor,2010-01-01,"EA DICE, Danger Close",Electronic Arts,PS3,75,7.5,M,2
sales_358,inFAMOUS: Second Son,2014-01-01,Sucker Punch,Sony Computer Entertainment,PS4,80,7.9,T,2
sales_359,NBA Street,2001-01-01,NuFX,Electronic Arts,PS2,89,8.6,E,2
sales_360,Jak II,2003-01-01,Naughty Dog,Sony Computer Entertainment,PS2,87,8.2,T,2
sales_361,Need for Speed: Hot Pursuit,2010-01-01,Criterion Games,Electronic Arts,PS3,89,7.2,E10+,2
sales_362,Skylanders: Spyro's Adventure,2011-01-01,Toys for Bob,Activision,Wii,81,5.6,E10+,2
sales_363,Battlefield 3,2011-01-01,EA DICE,Electronic Arts,PC,89,7.5,M,2
sales_364,Mortal Kombat X,2015-01-01,"Warner Bros. Interactive Entertainment, NetherRealm Studios",Warner Bros. Interactive Entertainment,PS4,83,7.7,M,2
sales_365,The Sims,2003-01-01,Edge of Reality,Electronic Arts,PS2,83,7.7,T,2
sales_366,Killzone 3,2011-01-01,Guerrilla,Sony Computer Entertainment,PS3,84,7.9,M,2
sales_367,Star Wars: The Force Unleashed,2008-01-01,LucasArts,LucasArts,Xbox 360,73,6.7,T,2
sales_368,Yoshi's Island DS,2006-01-01,Artoon,Nintendo,DS,81,7.4,E,2
sales_369,Saints Row: The Third,2011-01-01,Volition Inc.,THQ,Xbox 360,84,7.6,M,2
sales_370,Tekken 6,2009-01-01,Namco Bandai Games,Namco Bandai Games,PS3,79,7.4,T,2
sales_371,Sonic and the Secret Rings,2007-01-01,Sonic Team,Sega,Wii,69,6.6,E,2
sales_372,The Legend of Zelda: A Link to the Past,2002-01-01,Capcom,Nintendo,Game Boy Advance,95,9.1,E,2
sales_373,Onimusha: Warlords,2001-01-01,Capcom,Virgin Interactive,PS2,86,8.2,M,2
sales_374,L.A. Noire,2011-01-01,Team Bondi,Take-Two Interactive,Xbox 360,89,7.8,M,2
sales_375,Call of Duty 3,2006-01-01,Treyarch,Activision,Xbox 360,82,6.5,T,2
sales_376,Madden NFL 12,2011-01-01,EA Tiburon,Electronic Arts,Xbox 360,78,5.9,E,2
sales_377,LEGO Star Wars II: The Original Trilogy,2006-01-01,Traveller's Tales,LucasArts,PS2,84,9.0,E10+,2
sales_378,Killzone: Shadow Fall,2013-01-01,Guerrilla,Sony Computer Entertainment,PS4,73,6.8,M,2
sales_379,Madden NFL 11,2010-01-01,EA Tiburon,Electronic Arts,Xbox 360,84,5.7,E,2
sales_380,Burnout 3: Takedown,2004-01-01,Criterion Games,Electronic Arts,PS2,93,9.1,T,2
sales_381,Mario vs. Donkey Kong: Mini-Land Mayhem!,2010-01-01,Nintendo,Nintendo,DS,79,7.7,E,2
sales_382,Professor Layton and the Last Specter,2009-01-01,Level 5,Nintendo,DS,83,8.7,E10+,2
sales_383,Call Of Duty 2: Big Red One,2005-01-01,Treyarch,Activision,PS2,77,8.2,T,2
sales_384,Medal of Honor,1998-01-01,Dreamworks Interactive,Electronic Arts,Playstation,92,8.6,T,2
sales_385,Fable,2004-01-01,Big Blue Box,Microsoft Game Studios,Xbox,85,8.5,M,2
sales_386,Guitar Hero: World Tour,2008-01-01,Neversoft Entertainment,Activision,Xbox 360,85,6.3,T,2
sales_387,FIFA 17,2016-01-01,"EA Sports, EA Vancouver",Electronic Arts,XOne,84,5.5,E,2
sales_388,Tom Clancy's Splinter Cell,2003-01-01,Ubisoft Shanghai,Ubisoft,PS2,89,7.7,T,2
sales_389,Need for Speed: Shift,2009-01-01,Slightly Mad Studios,Electronic Arts,PS3,84,6.9,E,2
sales_390,Medal of Honor Heroes,2006-01-01,Team Fusion,Electronic Arts,Playstation Portable,71,7.9,T,2
sales_391,Final Fantasy XIII-2,2011-01-01,Square Enix,Square Enix,PS3,79,6.6,T,2
sales_392,Midnight Club: Street Racing,2000-01-01,Angel Studios,Take-Two Interactive,PS2,78,7.8,T,2
sales_393,Skate 3,2010-01-01,EA Black Box,Electronic Arts,Xbox 360,80,8.0,T,2
sales_394,ESPN NFL 2K5,2004-01-01,Visual Concepts,Sega,PS2,90,8.2,E,2
sales_395,Halo Wars,2009-01-01,Ensemble Studios,Microsoft Game Studios,Xbox 360,82,7.2,T,2
sales_396,NBA 2K12,2011-01-01,Visual Concepts,Take-Two Interactive,Xbox 360,90,7.7,E,2
sales_397,FIFA Soccer 10,2009-01-01,EA Sports,Electronic Arts,Xbox 360,90,7.5,E,2
sales_398,Medal of Honor,2010-01-01,"Dice, Danger Close",Electronic Arts,Xbox 360,74,6.7,M,2
sales_399,Harry Potter and the Chamber of Secrets,2002-01-01,Electronic Arts,Electronic Arts,PS2,71,7.6,E,2
sales_400,God of War Collection,2009-01-01,Bluepoint Games,Sony Computer Entertainment,PS3,91,8.7,M,2
sales_401,NBA Live 2005,2004-01-01,EA Canada,Electronic Arts,PS2,84,8.1,E,2
sales_402,Mario Strikers Charged,2007-01-01,Next Level Games,Nintendo,Wii,79,8.0,E10+,2
sales_403,FIFA Soccer 09,2008-01-01,EA Canada,Electronic Arts,PS3,87,7.5,E,2
sales_404,Style Savvy,2008-01-01,syn Sophia,Nintendo,DS,73,7.7,E,2
sales_405,WWE SmackDown vs. RAW 2007,2006-01-01,Yuke's,THQ,PS2,80,8.6,T,2
sales_406,LEGO Star Wars: The Complete Saga,2007-01-01,Traveller's Tales,LucasArts,Xbox 360,80,7.4,E10+,2
sales_407,Madden NFL 08,2007-01-01,EA Tiburon,Electronic Arts,PS2,78,7.8,E,2
sales_408,Monster Hunter Freedom 2,2007-01-01,Capcom,Capcom,Playstation Portable,72,8.7,T,2
sales_409,Sonic Adventure 2 Battle,2001-01-01,Sonic Team,Sega,GameCube,73,8.3,E,2
sales_410,Madden NFL 13,2012-01-01,EA Tiburon,Electronic Arts,PS3,83,5.5,E,2
sales_411,Dragon Age: Origins,2009-01-01,BioWare,Electronic Arts,Xbox 360,86,7.9,M,2
sales_412,Pokémon Colosseum,2003-01-01,Genius Sonority Inc.,Nintendo,GameCube,73,8.0,E,2
sales_413,LittleBigPlanet,2009-01-01,"SCE/WWS, Media Molecule",Sony Computer Entertainment,Playstation Portable,87,7.8,E10+,2
sales_414,Madden NFL 09,2008-01-01,EA Tiburon,Electronic Arts,Xbox 360,83,7.0,E,2
sales_415,Crazy Taxi,2001-01-01,Acclaim Studios Cheltenham,Acclaim Entertainment,PS2,80,7.9,T,2
sales_416,Art Academy,2010-01-01,Headstrong Games,Nintendo,DS,75,8.0,E,2
sales_417,NBA 2K14,2013-01-01,Visual Concepts,Take-Two Interactive,Xbox 360,87,4.9,E,2
sales_418,Skylanders Giants,2012-01-01,Toys for Bob,Activision,Wii,78,7.0,E10+,2
sales_419,Deca Sports,2008-01-01,CAProduction,Konami Digital Entertainment,Wii,50,5.4,E,2
sales_420,Marvel: Ultimate Alliance,2006-01-01,Raven Software,Activision,Xbox 360,82,7.5,T,2
sales_421,Mortal Kombat: Deadly Alliance,2002-01-01,Midway,Midway Games,PS2,79,8.8,M,2
sales_422,Game Party,2007-01-01,Midway,Midway Games,Wii,25,4.3,E,2
sales_423,Bloodborne,2015-01-01,From Software,Sony Computer Entertainment,PS4,92,8.6,M,2
sales_424,Mario Party 4,2002-01-01,Hudson,Nintendo,GameCube,70,7.4,E,2
sales_425,Pure,2008-01-01,Black Rock Studio,Disney Interactive Studios,Xbox 360,85,7.7,E,2
sales_426,NBA 2K13,2012-01-01,Visual Concepts,Take-Two Interactive,PS3,90,8.0,E,2
sales_427,Saints Row: The Third,2011-01-01,Volition Inc.,THQ,PS3,82,7.7,M,2
sales_428,Resistance 2,2008-01-01,Insomniac Games,Sony Computer Entertainment,PS3,87,6.1,M,2
sales_429,NBA 2K15,2014-01-01,Visual Concepts,Take-Two Interactive,PS4,83,7.0,E,2
sales_430,Final Fantasy Tactics,1997-01-01,SquareSoft,SquareSoft,Playstation,83,8.2,T,2
sales_431,Midnight Club: Los Angeles,2008-01-01,Rockstar San Diego,Take-Two Interactive,PS3,82,8.2,T,2
sales_432,The Sims: Bustin' Out,2003-01-01,Maxis,Electronic Arts,PS2,81,8.4,T,2
sales_433,LEGO Harry Potter: Years 1-4,2010-01-01,Traveller's Tales,Warner Bros. Interactive Entertainment,Wii,79,8.0,E10+,2
sales_434,Call of Duty: Infinite Warfare,2016-01-01,Infinity Ward,Activision,XOne,78,3.1,M,2
sales_435,Madden NFL 16,2015-01-01,EA Sports,Electronic Arts,XOne,84,6.1,E,2
sales_436,Tom Clancy's Rainbow Six: Vegas 2,2008-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,82,7.8,M,2
sales_437,uDraw Studio,2010-01-01,THQ,THQ,Wii,71,,E,2
sales_438,Need for Speed Carbon: Own the City,2006-01-01,EA Canada,Electronic Arts,Playstation Portable,73,7.9,E10+,2
sales_439,Dragon Ball Z: Budokai 2,2003-01-01,Dimps Corporation,Atari,PS2,66,8.2,T,2
sales_440,pro evolution soccer 2011,2010-01-01,Konami,Konami Digital Entertainment,PS3,77,6.8,E,2
sales_441,ATV Offroad Fury,2001-01-01,Rainbow Studios,Sony Computer Entertainment,PS2,82,8.4,E,2
sales_442,Need for Speed: ProStreet,2007-01-01,Black Box,Electronic Arts,PS2,62,6.2,E10+,2
sales_443,Halo: Combat Evolved Anniversary,2011-01-01,343 Industries,Microsoft Game Studios,Xbox 360,82,8.1,M,2
sales_444,Guitar Hero,2005-01-01,Harmonix Music Systems,RedOctane,PS2,91,8.7,T,2
sales_445,Madden NFL 11,2010-01-01,EA Tiburon,Electronic Arts,PS3,83,6.1,E,2
sales_446,Dead Island,2011-01-01,Techland,Deep Silver,Xbox 360,71,6.9,M,2
sales_447,Half-Life 2,2004-01-01,Valve Software,Vivendi Games,PC,96,9.1,M,2
sales_448,The Incredibles,2004-01-01,Heavy Iron Studios,THQ,PS2,62,7.6,T,2
sales_449,Madden NFL 08,2007-01-01,EA Tiburon,Electronic Arts,Xbox 360,85,6.4,E,2
sales_450,Tony Hawk's Underground 2,2004-01-01,Neversoft Entertainment,Activision,PS2,83,8.8,T,2
sales_451,Zumba Fitness,2010-01-01,"Pipeworks Software, Inc.",505 Games,Xbox 360,42,5.5,E,2
sales_452,Madden NFL 10,2009-01-01,EA Tiburon,Electronic Arts,PS3,85,6.8,E,2
sales_453,Midnight Club: Los Angeles,2008-01-01,Rockstar San Diego,Take-Two Interactive,Xbox 360,81,8.5,T,2
sales_454,Kinect: Disneyland Adventures,2011-01-01,Frontier Developments,Microsoft Game Studios,Xbox 360,73,2.9,E10+,2
sales_455,WWE SmackDown vs Raw 2008,2007-01-01,Yuke's,THQ,PS2,71,7.2,T,2
sales_456,The Legend of Zelda: Majora's Mask 3D,2015-01-01,GREZZO,Nintendo,3DS,89,9.0,E10+,2
sales_457,Resident Evil - Code: Veronica X,2001-01-01,Capcom,Capcom,PS2,84,8.4,M,2
sales_458,NBA 2K16,2015-01-01,Visual Concepts,Take-Two Interactive,XOne,86,6.2,E10+,2
sales_459,Kinect Sports: Season Two,2011-01-01,"Rare Ltd., BigPark",Microsoft Game Studios,Xbox 360,66,6.5,E,2
sales_460,James Bond 007: Everything or Nothing,2004-01-01,EA Redwood Shores,Electronic Arts,PS2,84,9.1,T,2
sales_461,Need For Speed: High Stakes,1999-01-01,EA Canada,Electronic Arts,Playstation,86,8.5,E,2
sales_462,Guild Wars 2,2012-01-01,ArenaNet,NCSoft,PC,90,7.9,T,2
sales_463,Paper Mario: Sticker Star,2012-01-01,Intelligent Systems,Nintendo,3DS,75,5.6,E,2
sales_464,Batman: Arkham Origins,2013-01-01,WB Games Montreal,Warner Bros. Interactive Entertainment,PS3,76,7.7,T,2
sales_465,LEGO Star Wars: The Complete Saga,2007-01-01,Traveller's Tales,LucasArts,PS3,80,6.7,E10+,2
sales_466,Need for Speed Underground 2,2004-01-01,EA Canada,Electronic Arts,Xbox,77,8.7,E,2
sales_467,Pro Evolution Soccer 2010,2009-01-01,Konami,Konami Digital Entertainment,PS3,78,6.7,E,2
sales_468,FIFA Soccer 09,2008-01-01,EA Canada,Electronic Arts,PS2,82,6.9,E,2
sales_469,LEGO Harry Potter: Years 1-4,2010-01-01,TT Fusion,Warner Bros. Interactive Entertainment,DS,72,7.2,E10+,2
sales_470,The Sims 3,2010-01-01,The Sims Studio,Electronic Arts,Xbox 360,76,7.1,T,2
sales_471,Pokemon Ranger: Shadows of Almia,2008-01-01,"HAL Labs, Creatures Inc.",Nintendo,DS,68,8.2,E,2
sales_472,Dead Island,2011-01-01,Techland,Deep Silver,PS3,71,6.6,M,2
sales_473,Kirby: Nightmare in Dream Land,2002-01-01,HAL Labs,Nintendo,Game Boy Advance,81,8.9,E,2
sales_474,Wario Land 4,2001-01-01,Nintendo,Nintendo,Game Boy Advance,88,8.9,E,2
sales_475,Sonic's Ultimate Genesis Collection,2009-01-01,Backbone Entertainment,Sega,PS3,80,8.6,E10+,2
sales_476,Far Cry: Primal,2016-01-01,Ubisoft Montreal,Ubisoft,PS4,76,6.3,M,2
sales_477,Battlefield 1,2016-01-01,EA DICE,Electronic Arts,XOne,87,8.2,M,2
sales_478,Onimusha 2: Samurai's Destiny,2002-01-01,Capcom,Capcom,PS2,84,9.0,M,2
sales_479,Paper Mario: The Thousand-Year Door,2004-01-01,Intelligent Systems,Nintendo,GameCube,87,9.4,E,2
sales_480,Madden NFL 12,2011-01-01,EA Tiburon,Electronic Arts,PS3,79,5.5,E,2
sales_481,God of War: Ascension,2013-01-01,SCE Santa Monica,Sony Computer Entertainment,PS3,80,7.5,M,2
sales_482,Guitar Hero III: Legends of Rock,2007-01-01,Neversoft Entertainment,Activision,PS3,83,7.8,T,2
sales_483,Sonic Advance,2001-01-01,Sonic Team,Sega,Game Boy Advance,87,8.1,E,2
sales_484,Super Monkey Ball: Banana Blitz,2006-01-01,Sega,Sega,Wii,74,5.7,E,2
sales_485,New Super Luigi U,2013-01-01,Nintendo,Nintendo,WiiU,77,7.9,E,2
sales_486,Spyro: Season of Ice,2001-01-01,Digital Eclipse,Vivendi Games,Game Boy Advance,74,8.0,E,2
sales_487,Dissidia: Final Fantasy,2008-01-01,Square Enix,Square Enix,Playstation Portable,79,8.0,T,2
sales_488,Madden NFL 25,2013-01-01,EA Sports,Electronic Arts,Xbox 360,80,5.6,E,2
sales_489,Borderlands 2,2012-01-01,Gearbox Software,Take-Two Interactive,PS3,91,8.2,M,2
sales_490,Prince of Persia: The Sands of Time,2003-01-01,Ubisoft,Ubisoft,PS2,92,8.8,T,2
sales_491,Monster Hunter Tri,2009-01-01,Capcom,Nintendo,Wii,84,8.6,T,2
sales_492,LEGO Marvel Super Heroes,2013-01-01,TT Games,Warner Bros. Interactive Entertainment,Xbox 360,80,7.6,E10+,2
sales_493,Tom Clancy's Rainbow Six: Siege,2015-01-01,Ubisoft Montreal,Ubisoft,PS4,73,7.3,M,2
sales_494,Star Wars: The Force Unleashed,2008-01-01,LucasArts,LucasArts,PS3,71,6.6,T,2
sales_495,Guitar Hero II,2007-01-01,Harmonix Music Systems,Activision,Xbox 360,92,8.1,T,2
sales_496,Forza Motorsport 5,2013-01-01,Turn 10,Microsoft Game Studios,XOne,79,5.9,E,2
sales_497,Rock Band 2,2008-01-01,Harmonix Music Systems,Electronic Arts,Xbox 360,92,8.3,T,2
sales_498,Need for Speed: Hot Pursuit,2010-01-01,Criterion Games,Electronic Arts,Xbox 360,88,7.0,E10+,2
sales_499,LEGO Indiana Jones: The Original Adventures,2008-01-01,TT Fusion,Activision,DS,80,7.9,E,2
sales_500,BioShock 2,2010-01-01,2K Marin,Take-Two Interactive,Xbox 360,88,8.2,M,2
sales_501,Star Wars: Knights of the Old Republic,2003-01-01,BioWare,Activision,Xbox,94,9.2,T,2
sales_502,Madden NFL 15,2014-01-01,EA Sports,Electronic Arts,PS4,81,6.1,E,2
sales_503,Pro Evolution Soccer 2012,2011-01-01,Konami,Konami Digital Entertainment,PS3,80,6.6,E,2
